Housing_Id,Housing_type,City,Zip,H_State,Listed_on,Year_built
9200,SingleFamily,San Francisco,94122,CA,2020-01-23,1900
9202,SingleFamily,San Jose,95125,CA,2020-02-24,2004
9203,Condo,San Jose,95126,CA,2020-03-22,2009
9204,SingleFamily,Los Angeles,90041,CA,2020-03-09,1911
9205,SingleFamily,Santa Clara,95050,CA,2020-03-26,2011
9208,SingleFamily,San Jose,95148,CA,2020-03-12,1968
9209,SingleFamily,San Francisco,94110,CA,2020-03-13,1990
9210,Condo,Scotts Valley,95066,CA,2020-02-05,2020
9211,SingleFamily,Fresno,93650,CA,2016-01-30,2001
9212,SingleFamily,San Francisco,94134,CA,2020-02-19,1950
9214,SingleFamily,San Jose,95125,CA,2014-11-19,1954
9216,SingleFamily,San Francisco,94109,CA,2020-04-20,0
9217,Townhouse,Los Angeles,90008,CA,2020-03-01,1961
9219,SingleFamily,Los Angeles,90061,CA,2020-02-19,1953
9220,SingleFamily,Dobbins,95935,CA,2020-03-04,1964
9221,SingleFamily,Watsonville,95076,CA,2015-05-24,1956
9222,SingleFamily,San Jose,95111,CA,2020-02-25,1958
9225,SingleFamily,Compton,90220,CA,2017-02-15,1950
9226,SingleFamily,San Jose,95118,CA,2020-03-10,1959
9227,SingleFamily,Sunnyvale,94087,CA,2020-02-18,1962
9228,SingleFamily,Los Angeles,90066,CA,2020-04-02,1951
9229,SingleFamily,San Francisco,94114,CA,2020-03-26,1893
9230,SingleFamily,San Jose,95126,CA,2017-04-27,2006
9231,SingleFamily,Los Angeles,90047,CA,2020-03-18,1925
9233,SingleFamily,Los Angeles,90039,CA,2020-01-07,2019
9234,SingleFamily,Los Angeles,90047,CA,2020-03-11,1951
9237,SingleFamily,Los Angeles,90062,CA,2020-03-28,1921
9238,Condo,Los Angeles,90010,CA,2017-05-26,1980
9239,Condo,Los Angeles,90059,CA,2020-01-30,2019
9242,SingleFamily,Bangor,95914,CA,2014-12-11,1980
9243,SingleFamily,Los Angeles,90019,CA,2020-03-12,1923
9244,SingleFamily,Santa Clara,95050,CA,2020-03-12,1949
9245,SingleFamily,Los Angeles,90064,CA,2020-03-20,1946
9248,SingleFamily,Sultana,93666,CA,2020-02-14,1999
9249,Condo,Los Angeles,90015,CA,2019-11-27,1956
9250,Condo,San Jose,95131,CA,2020-04-13,1986
9252,SingleFamily,San Jose,95116,CA,2020-04-20,1947
9254,SingleFamily,Aptos,95003,CA,2020-02-18,1968
9255,SingleFamily,Los Angeles,90044,CA,2020-03-20,1946
9256,SingleFamily,Los Gatos,95032,CA,2019-06-14,1910
9257,SingleFamily,Gilroy,95020,CA,2020-03-15,1954
9259,SingleFamily,San Jose,95123,CA,2020-03-04,1962
9260,Condo,Beverly Hills,90211,CA,2020-01-30,1991
9261,Condo,San Francisco,94105,CA,2020-02-17,2001
9262,Unknown,Rough And Ready,95975,CA,2019-04-09,1966
9263,SingleFamily,Inverness,94937,CA,2020-02-18,1950
9265,SingleFamily,San Jose,95148,CA,2020-03-23,1969
9266,SingleFamily,Redwood City,94061,CA,2015-01-28,1953
9268,Condo,San Jose,95112,CA,2020-03-20,1996
9269,SingleFamily,Los Angeles,90037,CA,2020-03-11,1921
9270,SingleFamily,San Jose,95130,CA,2020-02-25,1965
9271,SingleFamily,San Francisco,94112,CA,2020-03-06,1946
9273,SingleFamily,Los Angeles,90035,CA,2020-02-27,1927
9274,SingleFamily,San Francisco,94112,CA,2020-03-23,1946
9275,SingleFamily,Los Angeles,90065,CA,2020-04-01,1912
9276,SingleFamily,San Bruno,94066,CA,2020-03-24,1963
9277,SingleFamily,Los Angeles,90042,CA,2020-03-19,1962
9278,SingleFamily,San Jose,95126,CA,2015-07-29,1925
9281,SingleFamily,Los Angeles,90065,CA,2020-02-13,1992
9283,Condo,San Francisco,94110,CA,2020-03-30,2006
9284,SingleFamily,Gilroy,95020,CA,2020-01-30,2015
9285,SingleFamily,Los Angeles,90019,CA,2020-02-11,1910
9286,MobileManufactured,Compton,90220,CA,2020-01-18,1978
9287,SingleFamily,San Jose,95124,CA,2020-03-11,1961
9288,SingleFamily,San Mateo,94404,CA,2020-03-20,1966
9289,SingleFamily,San Francisco,94112,CA,2020-03-12,1961
9290,Condo,Los Angeles,90046,CA,2020-02-21,1973
9291,Townhouse,San Jose,95139,CA,2020-03-29,1971
9294,SingleFamily,Lee Vining,93541,CA,2018-05-09,1964
9297,SingleFamily,San Francisco,94121,CA,2020-02-14,1922
9298,Townhouse,Half Moon Bay,94019,CA,2020-03-03,1976
9299,Condo,San Mateo,94404,CA,2020-03-07,1981
9300,SingleFamily,Heber,92249,CA,2020-03-25,2008
9301,SingleFamily,San Jose,95120,CA,2020-03-28,1973
9302,SingleFamily,Los Angeles,90041,CA,2020-03-24,1948
9303,Condo,Los Angeles,90049,CA,2020-03-13,1994
9304,MultiFamily,San Francisco,94133,CA,2019-12-10,1910
9306,SingleFamily,Los Angeles,90044,CA,2020-03-03,1922
9307,SingleFamily,Los Angeles,90002,CA,2020-03-17,1925
9308,SingleFamily,San Jose,95136,CA,2020-03-05,1966
9310,SingleFamily,Edison,93220,CA,2020-03-12,2006
9311,SingleFamily,Los Angeles,90026,CA,2019-11-22,1911
9313,SingleFamily,San Jose,95123,CA,2020-03-23,1973
9314,SingleFamily,San Francisco,94116,CA,2019-11-05,1943
9316,Condo,Brisbane,94005,CA,2020-02-27,1999
9317,Townhouse,San Jose,95123,CA,2020-02-11,1988
9318,SingleFamily,San Jose,95125,CA,2020-04-10,1963
9319,Condo,Santa Cruz,95065,CA,2020-01-12,1984
9320,Condo,San Jose,95124,CA,2011-07-23,1984
9321,SingleFamily,South San Francisco,94080,CA,2020-04-28,2003
9323,SingleFamily,Firebaugh,93622,CA,2019-07-09,1973
9324,SingleFamily,Morgan Hill,95037,CA,2020-03-28,1972
9325,SingleFamily,San Jose,95125,CA,2020-04-01,1941
9326,Townhouse,Los Angeles,90066,CA,2020-03-25,1972
9328,SingleFamily,Los Angeles,90066,CA,2020-02-20,2014
9329,SingleFamily,Los Angeles,90048,CA,2020-02-06,1929
9330,Condo,San Francisco,94114,CA,2020-02-28,1885
9331,Condo,San Francisco,94107,CA,2020-03-05,1994
9332,SingleFamily,Los Angeles,90019,CA,2020-02-07,1926
9333,SingleFamily,Los Angeles,90064,CA,2020-04-02,1951
9334,Condo,San Francisco,94109,CA,2020-02-18,2017
9335,SingleFamily,San Jose,95124,CA,2020-03-28,1957
9336,SingleFamily,Belmont,94002,CA,2020-03-27,1964
9337,SingleFamily,San Jose,95139,CA,2020-03-10,1977
9338,SingleFamily,San Jose,95148,CA,2020-02-26,1982
9339,SingleFamily,Mountain View,94043,CA,2020-04-09,1955
9340,SingleFamily,Santa Cruz,95060,CA,2020-02-23,1968
9341,SingleFamily,San Francisco,94122,CA,2020-03-02,1926
9344,SingleFamily,San Francisco,94114,CA,2020-03-06,1885
9345,SingleFamily,Catheys Valley,95306,CA,2020-02-14,2004
9346,SingleFamily,Los Angeles,90065,CA,2020-03-02,1923
9347,SingleFamily,San Jose,95112,CA,2020-03-10,1918
9348,MobileManufactured,San Jose,95121,CA,2020-02-21,1997
9349,SingleFamily,Los Angeles,90045,CA,2020-03-19,1952
9350,Condo,Los Angeles,90013,CA,2020-02-22,1923
9351,Condo,San Francisco,94109,CA,2020-01-21,2017
9354,SingleFamily,Nogales,85621,AZ,2020-03-09,1973
9356,SingleFamily,Gilroy,95020,CA,2020-03-07,2020
9357,SingleFamily,South San Francisco,94080,CA,2020-03-27,2000
9359,SingleFamily,San Jose,95112,CA,2018-04-21,1918
9360,SingleFamily,Gilroy,95020,CA,2020-04-02,2008
9361,SingleFamily,Belmont,94002,CA,2020-03-13,1947
9362,Townhouse,Los Angeles,90042,CA,2020-02-28,1981
9363,Condo,Los Angeles,90025,CA,2020-03-18,1974
9365,SingleFamily,Campbell,95008,CA,2018-06-29,1925
9366,Condo,San Jose,95136,CA,2014-05-10,2000
9368,Condo,San Francisco,94121,CA,2020-01-16,0
9369,Condo,San Francisco,94107,CA,2020-03-25,2006
9370,SingleFamily,Los Angeles,90065,CA,2020-03-24,1910
9371,Condo,Los Angeles,90015,CA,2020-01-02,2003
9372,Condo,San Francisco,94158,CA,2020-03-13,2004
9373,Condo,Los Angeles,90016,CA,2019-06-12,1942
9375,SingleFamily,Santa Clara,95051,CA,2020-02-20,1955
9376,SingleFamily,Los Angeles,90025,CA,2019-10-10,2019
9378,SingleFamily,San Francisco,94127,CA,2020-03-05,1936
9380,MultiFamily,San Francisco,94110,CA,2020-03-11,2008
9381,SingleFamily,San Bruno,94066,CA,2020-04-02,1958
9382,SingleFamily,Los Angeles,90044,CA,2020-02-06,1938
9384,SingleFamily,Los Angeles,90063,CA,2020-04-08,1927
9386,MultiFamily,Los Angeles,90033,CA,2014-07-10,1900
9387,SingleFamily,Santa Cruz,95062,CA,2020-03-30,1935
9388,SingleFamily,Los Angeles,90045,CA,2020-02-18,1942
9389,SingleFamily,San Francisco,94132,CA,2020-03-20,1941
9390,SingleFamily,San Jose,95126,CA,2020-03-28,1923
9393,SingleFamily,San Francisco,94110,CA,2019-08-09,2019
9394,Condo,San Jose,95125,CA,2020-03-10,1982
9395,Condo,Los Angeles,90046,CA,2020-04-03,1985
9396,SingleFamily,San Jose,95117,CA,2020-02-13,1953
9400,Single Family,Old Station,96071,CA,2020-01-09,1996
9401,SingleFamily,Los Angeles,90011,CA,2020-04-10,1901
9402,SingleFamily,Los Angeles,90042,CA,2020-03-08,1936
9403,Condo,Los Angeles,90045,CA,2020-04-01,1997
9404,SingleFamily,Los Angeles,90023,CA,2020-02-13,1906
9405,Townhouse,Mountain View,94043,CA,2020-03-20,1999
9407,SingleFamily,Yermo,92398,CA,2020-03-19,1964
9408,Condo,San Jose,95133,CA,2020-03-16,1971
9409,MultiFamily,Los Angeles,90042,CA,2019-11-13,1921
9412,Cooperative,San Francisco,94133,CA,2020-01-16,1928
9413,SingleFamily,Beverly Hills,90210,CA,2018-06-24,1958
9414,SingleFamily,San Francisco,94122,CA,2020-03-27,1929
9415,SingleFamily,Los Angeles,90008,CA,2020-02-28,1973
9417,MobileManufactured,San Jose,95134,CA,2019-11-22,1972
9419,SingleFamily,Los Angeles,90045,CA,2020-03-25,1947
9420,SingleFamily,Los Angeles,90019,CA,2020-02-27,1922
9421,SingleFamily,Los Angeles,90063,CA,2020-04-01,1923
9422,Condo,San Francisco,94107,CA,2020-03-24,2000
9423,Condo,San Jose,95135,CA,2020-02-14,2000
9424,SingleFamily,Aptos,95003,CA,2020-04-09,1980
9426,SingleFamily,Los Angeles,90049,CA,2019-09-25,2015
9428,Condo,San Jose,95110,CA,2020-03-08,2005
9429,Condo,Mountain View,94040,CA,2020-03-19,1977
9430,Condo,Los Angeles,90024,CA,2020-02-19,1988
9432,SingleFamily,San Francisco,94116,CA,2020-03-25,1949
9433,SingleFamily,Los Angeles,90028,CA,2020-03-11,2020
9434,Condo,Culver City,90230,CA,2020-03-12,1970
9436,SingleFamily,Campbell,95008,CA,2020-03-13,1947
9437,SingleFamily,Morgan Hill,95037,CA,2020-02-24,2007
9438,SingleFamily,Compton,90220,CA,2020-03-27,1953
9439,SingleFamily,San Jose,95124,CA,2020-02-07,1950
9440,SingleFamily,Los Angeles,90018,CA,2020-03-08,1908
9442,SingleFamily,Los Angeles,90066,CA,2020-04-02,1948
9443,Condo,San Francisco,94115,CA,2020-01-17,1986
9445,SingleFamily,Los Angeles,90039,CA,2020-03-19,1923
9446,MobileManufactured,Morgan Hill,95037,CA,2019-11-17,1976
9451,Condo,Saratoga,95070,CA,2020-02-18,1972
9452,SingleFamily,San Jose,95111,CA,2020-03-18,1959
9454,SingleFamily,Redwood City,94061,CA,2018-06-04,1953
9455,Condo,Playa Vista,90094,CA,2019-09-06,2016
9456,Condo,San Mateo,94401,CA,2019-06-07,1988
9460,Unknown,San Francisco,94117,CA,2020-03-09,1907
9463,Condo,Los Angeles,90048,CA,2020-03-10,1972
9464,Condo,Los Angeles,90067,CA,2019-08-14,1986
9465,SingleFamily,Yermo,92398,CA,2020-03-13,1963
9466,SingleFamily,San Francisco,94114,CA,2020-03-13,1900
9468,SingleFamily,Los Angeles,90059,CA,2019-08-22,1947
9469,SingleFamily,Los Angeles,90016,CA,2020-03-07,1952
9470,SingleFamily,Sunnyvale,94087,CA,2020-03-09,1961
9472,SingleFamily,Mountain View,94040,CA,2020-03-21,2009
9473,SingleFamily,Beverly Hills,90210,CA,2019-12-17,2019
9475,SingleFamily,Menlo Park,94025,CA,2020-03-13,1946
9476,SingleFamily,San Francisco,94112,CA,2020-03-16,1927
9477,SingleFamily,Los Angeles,90046,CA,2020-02-05,1985
9478,SingleFamily,Compton,90220,CA,2020-02-26,1951
9479,SingleFamily,Jenner,95450,CA,2020-02-27,1937
9481,Condo,San Francisco,94109,CA,2020-02-14,2009
9484,Condo,San Jose,95123,CA,2020-04-03,1970
9485,SingleFamily,San Jose,95124,CA,2020-03-03,1962
9486,SingleFamily,Sunnyvale,94087,CA,2016-03-18,1965
9487,SingleFamily,San Jose,95116,CA,2020-03-19,1930
9488,SingleFamily,Gilroy,95020,CA,2020-03-10,1954
9489,SingleFamily,Los Altos,94024,CA,2020-03-12,1959
9490,MobileManufactured,Sunnyvale,94089,CA,2020-04-22,2014
9491,SingleFamily,Culver City,90232,CA,2020-03-19,2020
9492,Condo,San Francisco,94109,CA,2020-02-26,1917
9493,SingleFamily,Los Angeles,90066,CA,2020-02-18,1940
9494,SingleFamily,San Jose,95132,CA,2020-02-12,1963
9496,SingleFamily,San Jose,95128,CA,2020-03-10,1952
9497,MobileManufactured,Morgan Hill,95037,CA,2019-05-31,2004
9498,SingleFamily,San Francisco,94112,CA,2020-02-27,1928
9499,SingleFamily,Morgan Hill,95037,CA,2020-03-04,2015
9500,SingleFamily,Morgan Hill,95037,CA,2020-02-12,1975
9502,SingleFamily,Los Gatos,95030,CA,2020-03-03,1952
9504,SingleFamily,Watsonville,95076,CA,2020-03-23,1952
9505,Condo,San Francisco,94114,CA,2020-03-02,1996
9506,Townhouse,Sunnyvale,94087,CA,2020-03-23,2007
9508,Condo,San Francisco,94115,CA,2014-09-05,1908
9510,SingleFamily,San Francisco,94118,CA,2012-10-27,1949
9511,SingleFamily,Los Angeles,90066,CA,2020-03-26,1953
9512,SingleFamily,San Jose,95111,CA,2020-03-20,1959
9514,SingleFamily,San Jose,95118,CA,2020-03-24,1960
9515,SingleFamily,Los Angeles,90018,CA,2020-03-29,1909
9516,SingleFamily,San Jose,95127,CA,2020-02-08,1955
9518,SingleFamily,Santa Cruz,95062,CA,2020-04-10,1918
9519,SingleFamily,Pala,92059,CA,2020-03-12,2002
9520,Unknown,San Francisco,94114,CA,2020-02-07,1900
9521,SingleFamily,Los Gatos,95030,CA,2020-03-10,1970
9522,SingleFamily,Morgan Hill,95037,CA,2019-10-09,2003
9523,SingleFamily,Los Angeles,90065,CA,2020-02-26,1939
9524,MobileManufactured,San Jose,95136,CA,2020-02-08,1994
9525,SingleFamily,Stinson Beach,94970,CA,2020-04-20,2009
9526,SingleFamily,Los Angeles,90065,CA,2020-03-18,1956
9527,SingleFamily,Los Angeles,90049,CA,2020-03-17,1952
9529,SingleFamily,Los Altos,94024,CA,2020-02-13,1960
9531,Condo,San Francisco,94118,CA,2020-04-10,1949
9532,SingleFamily,Morgan Hill,95037,CA,2019-05-10,2000
9533,SingleFamily,San Francisco,94110,CA,2020-03-30,1949
9534,SingleFamily,Los Angeles,90019,CA,2020-02-12,1951
9536,SingleFamily,Los Angeles,90027,CA,2020-04-05,1952
9538,Condo,San Francisco,94110,CA,2020-03-06,2014
9539,MultiFamily,Los Angeles,90026,CA,2019-11-22,1912
9540,SingleFamily,San Jose,95148,CA,2020-04-08,1982
9541,SingleFamily,San Bruno,94066,CA,2020-03-13,1956
9542,SingleFamily,Los Angeles,90059,CA,2019-12-27,1911
9543,SingleFamily,San Francisco,94134,CA,2020-04-14,1937
9544,SingleFamily,San Francisco,94112,CA,2020-02-27,1942
9547,SingleFamily,Los Angeles,90057,CA,2020-01-07,1913
9548,SingleFamily,Los Angeles,90039,CA,2020-03-12,1923
9549,SingleFamily,Los Angeles,90077,CA,2018-03-15,1918
9550,SingleFamily,Somis,93066,CA,2020-02-02,1981
9552,SingleFamily,Sunnyvale,94087,CA,2020-03-11,1948
9553,SingleFamily,Sheridan,95681,CA,2019-11-15,1976
9554,SingleFamily,Boulder Creek,95006,CA,2020-04-01,1942
9555,Condo,Los Angeles,90042,CA,2017-03-08,1982
9556,Condo,Los Angeles,90025,CA,2019-10-16,1989
9558,Condo,Los Angeles,90046,CA,2020-04-06,1972
9559,"Detached, 2 Story",San Francisco,94134,CA,2019-09-11,1937
9560,SingleFamily,San Bruno,94066,CA,2020-03-02,1971
9561,SingleFamily,San Jose,95125,CA,2015-02-11,1930
9562,Townhouse,San Jose,95132,CA,2020-03-10,1986
9563,SingleFamily,Los Angeles,90016,CA,2020-02-27,1922
9564,Townhouse,Los Angeles,90004,CA,2019-10-07,2019
9565,SingleFamily,Los Angeles,90065,CA,2019-07-18,1926
9566,Condo,Los Angeles,90024,CA,2020-03-18,1973
9569,Condo,Culver City,90230,CA,2020-03-13,1968
9570,SingleFamily,Los Angeles,90002,CA,2020-02-26,1955
9571,SingleFamily,San Jose,95112,CA,2017-08-25,1924
9572,SingleFamily,Lamont,93241,CA,2020-01-18,1993
9575,SingleFamily,Los Gatos,95032,CA,2020-03-12,1968
9576,SingleFamily,Pacifica,94044,CA,2014-06-20,1953
9577,SingleFamily,Los Angeles,90044,CA,2020-01-20,1954
9579,SingleFamily,Los Angeles,90062,CA,2020-03-06,1914
9580,Condo,Los Angeles,90049,CA,2020-03-26,1996
9582,SingleFamily,Biggs,95917,CA,2020-03-23,1970
9584,SingleFamily,San Jose,95138,CA,2020-02-25,1998
9585,SingleFamily,Los Altos,94024,CA,2020-04-30,1953
9587,Condo,San Jose,95125,CA,2020-04-03,1973
9588,SingleFamily,San Jose,95118,CA,2020-03-27,1953
9589,SingleFamily,San Francisco,94131,CA,2020-04-04,1906
9592,SingleFamily,San Francisco,94131,CA,2018-09-28,1906
9595,SingleFamily,Nicolaus,95659,CA,2020-03-12,1954
9596,SingleFamily,Los Angeles,90063,CA,2020-03-31,1954
9597,SingleFamily,Pilot Hill,95664,CA,2020-04-08,1969
9599,SingleFamily,San Jose,95148,CA,2019-05-28,1965
9600,SingleFamily,San Mateo,94403,CA,2020-03-21,1954
9602,SingleFamily,Los Angeles,90002,CA,2020-03-23,1918
9603,SingleFamily,Gilroy,95020,CA,2018-11-15,2006
9604,SingleFamily,Redwood City,94062,CA,2020-03-13,2001
9605,Condo,Los Angeles,90013,CA,2020-03-02,1923
9606,Condo,San Jose,95123,CA,2020-03-11,1979
9607,SingleFamily,Wishon,93669,CA,2019-12-20,1977
9609,SingleFamily,Los Angeles,90043,CA,2020-03-08,1927
9611,SingleFamily,Los Angeles,90016,CA,2020-03-31,1940
9612,SingleFamily,San Jose,95117,CA,2020-03-03,1958
9613,SingleFamily,Los Angeles,90032,CA,2020-03-28,1929
9614,SingleFamily,San Jose,95126,CA,2020-03-10,1891
9617,SingleFamily,Los Angeles,90042,CA,2020-03-24,1921
9619,SingleFamily,Los Angeles,90044,CA,2020-02-14,1937
9620,SingleFamily,Earlimart,93219,CA,2020-01-07,1979
9622,Condo,San Francisco,94115,CA,2020-04-24,1875
9623,SingleFamily,Nogales,85621,AZ,2019-10-21,1982
9624,SingleFamily,San Francisco,94116,CA,2017-07-31,1937
9625,SingleFamily,San Jose,95123,CA,2020-03-24,1970
9627,SingleFamily,San Francisco,94116,CA,2020-04-23,1936
9628,SingleFamily,Half Moon Bay,94019,CA,2020-04-04,1968
9629,MobileManufactured,Compton,90220,CA,2020-01-22,1978
9630,Condo,San Francisco,94107,CA,2020-02-13,2004
9631,SingleFamily,Santa Clara,95051,CA,2020-04-02,1958
9632,SingleFamily,Los Angeles,90027,CA,2020-03-02,1923
9633,Condo,San Francisco,94110,CA,2020-02-03,2003
9636,SingleFamily,Fort Jones,96032,CA,2020-03-05,1976
9637,SingleFamily,Los Angeles,90037,CA,2020-03-21,1911
9639,MobileManufactured,San Jose,95112,CA,2019-11-06,1967
9640,SingleFamily,Compton,90221,CA,2020-04-27,1938
9641,Condo,Culver City,90230,CA,2020-03-26,1968
9642,SingleFamily,San Bruno,94066,CA,2020-03-31,1956
9643,Condo,Los Angeles,90024,CA,2019-11-22,1981
9644,Condo,San Jose,95136,CA,2020-03-05,2017
9648,Townhouse,San Jose,95120,CA,2020-03-24,1997
9649,SingleFamily,San Jose,95148,CA,2020-03-04,1970
9650,SingleFamily,Morgan Hill,95037,CA,2012-04-18,1989
9651,Townhouse,Los Angeles,90049,CA,2020-02-24,1974
9652,Condo,San Jose,95135,CA,2020-01-06,1989
9653,SingleFamily,San Mateo,94403,CA,2020-03-16,1973
9655,SingleFamily,San Jose,95130,CA,2020-03-11,1959
9656,SingleFamily,Los Angeles,90062,CA,2020-03-24,1916
9657,SingleFamily,Los Angeles,90047,CA,2020-03-18,1941
9658,SingleFamily,Los Angeles,90032,CA,2020-04-02,2009
9660,Condo,Los Angeles,90042,CA,2018-01-26,1947
9661,Condo,Campbell,95008,CA,2020-03-12,1981
9662,SingleFamily,Los Angeles,90061,CA,2019-10-21,1926
9663,SingleFamily,Los Angeles,90077,CA,2018-02-20,2007
9664,Mobile Home,Whitmore,96096,CA,2020-02-27,2003
9665,SingleFamily,Mountain View,94043,CA,2020-03-11,1955
9666,Condo,Los Angeles,90020,CA,2020-02-27,1973
9667,SingleFamily,Los Angeles,90045,CA,2020-03-03,1943
9668,SingleFamily,San Jose,95120,CA,2020-04-07,1964
9669,SingleFamily,Los Angeles,90049,CA,2019-10-21,2016
9670,SingleFamily,Los Angeles,90049,CA,2016-10-04,1967
9672,Condo,Los Angeles,90028,CA,2020-04-03,2007
9673,SingleFamily,Fiddletown,95629,CA,2019-04-23,1958
9674,SingleFamily,Los Angeles,90032,CA,2020-02-21,1921
9675,SingleFamily,Los Angeles,90035,CA,2020-01-23,1934
9677,SingleFamily,Los Angeles,90046,CA,2020-04-23,1950
9678,Townhouse,San Jose,95111,CA,2020-04-08,2015
9679,Condo,West Hollywood,90069,CA,2020-03-18,1963
9680,Condo,San Jose,95129,CA,2016-12-14,1982
9681,Condo,Los Angeles,90020,CA,2020-02-18,1986
9682,SingleFamily,Sunnyvale,94087,CA,2020-04-01,1958
9683,SingleFamily,Los Angeles,90062,CA,2020-03-25,1911
9684,SingleFamily,Pilot Hill,95664,CA,2020-03-30,1989
9686,Condo,San Jose,95110,CA,2020-04-04,1984
9688,SingleFamily,Los Angeles,90036,CA,2020-03-05,1926
9689,SingleFamily,San Jose,95126,CA,2020-03-31,1937
9690,Condo,Los Angeles,90067,CA,2020-02-26,1983
9691,SingleFamily,Terra Bella,93270,CA,2020-04-15,1974
9692,Condo,Los Angeles,90066,CA,2020-03-28,1988
9694,SingleFamily,Los Angeles,90002,CA,2020-02-05,1921
9695,SingleFamily,Los Angeles,90023,CA,2019-12-21,1961
9696,Townhouse,San Jose,95135,CA,2020-02-26,1968
9698,SingleFamily,Los Angeles,90066,CA,2020-02-20,1951
9699,SingleFamily,San Jose,95148,CA,2020-03-09,1968
9700,SingleFamily,Santa Clara,95054,CA,2020-02-26,1968
9701,SingleFamily,Los Angeles,90011,CA,2017-07-13,1907
9703,SingleFamily,Santa Clara,95051,CA,2019-02-01,1957
9704,MobileManufactured,Watsonville,95076,CA,2020-02-04,1974
9705,SingleFamily,Menlo Park,94025,CA,2017-02-13,1936
9706,SingleFamily,Clements,95227,CA,2020-03-24,1979
9707,SingleFamily,Felton,95018,CA,2020-01-10,1963
9708,MobileManufactured,Santa Cruz,95062,CA,2020-03-11,1975
9709,MultiFamily,Los Angeles,90037,CA,2020-05-06,1908
9710,MobileManufactured,Moss Beach,94038,CA,2020-02-13,1982
9711,SingleFamily,Los Altos,94024,CA,2020-02-20,1953
9712,Condo,San Francisco,94102,CA,2020-03-27,2008
9713,SingleFamily,Los Angeles,90044,CA,2020-01-23,1937
9714,SingleFamily,Los Altos,94022,CA,2020-03-18,1951
9715,SingleFamily,Los Angeles,90047,CA,2020-03-20,1926
9718,SingleFamily,Los Angeles,90019,CA,2020-05-02,1946
9719,SingleFamily,San Jose,95111,CA,2020-04-11,1960
9720,SingleFamily,San Carlos,94070,CA,2020-04-08,1948
9721,Condo,San Francisco,94107,CA,2020-03-21,2004
9722,SingleFamily,Los Angeles,90047,CA,2020-03-19,1947
9723,SingleFamily,Los Gatos,95033,CA,2020-03-16,1999
9724,Condo,Los Angeles,90049,CA,2020-03-05,2003
9725,SingleFamily,Los Angeles,90016,CA,2020-04-01,1950
9727,Condo,Los Angeles,90024,CA,2020-03-16,1988
9728,MobileManufactured,Bella Vista,96008,CA,2016-05-06,1956
9730,SingleFamily,Mountain View,94040,CA,2020-04-01,2016
9731,SingleFamily,San Jose,95130,CA,2020-04-13,1949
9732,SingleFamily,San Jose,95127,CA,2020-04-13,1957
9733,SingleFamily,Culver City,90232,CA,2014-09-08,2020
9734,Townhouse,Culver City,90230,CA,2020-03-20,1984
9735,SingleFamily,Yermo,92398,CA,2020-01-31,1963
9736,SingleFamily,Santa Clara,95051,CA,2020-03-31,1958
9738,Townhouse,Morgan Hill,95037,CA,2020-03-13,1984
9739,Condo,San Francisco,94105,CA,2020-02-20,2002
9740,SingleFamily,Brookdale,95007,CA,2020-03-09,1948
9741,SingleFamily,San Francisco,94127,CA,2020-03-12,1928
9742,SingleFamily,San Jose,95125,CA,2020-03-16,1958
9743,SingleFamily,Santa Cruz,95065,CA,2020-03-23,1975
9744,SingleFamily,San Francisco,94122,CA,2020-03-06,1928
9745,SingleFamily,San Jose,95127,CA,2014-01-15,1951
9746,SingleFamily,Los Angeles,90037,CA,2018-06-25,1905
9749,MobileManufactured,San Jose,95111,CA,2020-01-15,1980
9750,SingleFamily,San Francisco,94110,CA,2020-04-06,1917
9751,Apartment,Montara,94037,CA,2019-09-07,1950
9752,SingleFamily,San Mateo,94402,CA,2020-04-03,1934
9753,SingleFamily,Belmont,94002,CA,2020-03-06,1974
9754,SingleFamily,Los Angeles,90018,CA,2020-02-19,1905
9755,MobileManufactured,Santa Cruz,95062,CA,2020-03-02,1975
9756,SingleFamily,San Jose,95120,CA,2020-04-01,1981
9757,Condo,San Francisco,94109,CA,2019-10-24,1910
9758,SingleFamily,Redway,95560,CA,2020-03-03,2006
9759,SingleFamily,Los Angeles,90043,CA,2020-04-03,1938
9760,MobileManufactured,Brownsville,95919,CA,2020-04-17,1978
9761,SingleFamily,Fresno,93721,CA,2020-04-08,1958
9763,SingleFamily,Igo,96047,CA,2019-10-23,1984
9764,SingleFamily,Los Angeles,90008,CA,2020-03-24,1931
9766,SingleFamily,Los Angeles,90045,CA,2020-01-16,1946
9767,SingleFamily,Los Angeles,90042,CA,2020-03-16,1911
9770,SingleFamily,Pacifica,94044,CA,2020-03-27,1965
9771,3 Story,San Francisco,94123,CA,2020-02-10,1931
9772,SingleFamily,Sutter,95982,CA,2020-03-27,2005
9773,SingleFamily,San Francisco,94122,CA,2020-03-10,1922
9774,SingleFamily,San Jose,95125,CA,2020-03-20,2016
9775,SingleFamily,San Jose,95111,CA,2017-03-30,1975
9776,Condo,San Francisco,94109,CA,2020-03-09,1907
9777,SingleFamily,San Jose,95136,CA,2020-03-12,1977
9778,Condo,Milpitas,95035,CA,2020-03-11,1992
9779,SingleFamily,Applegate,95703,CA,2020-03-20,2007
9780,Condo,West Hollywood,90069,CA,2020-03-16,1955
9781,SingleFamily,San Francisco,94112,CA,2020-04-17,1979
