Housing_Id,tax_assesses_value,annual_tax_amount,listed_price,last_sold_price,sold_price
8306,481680.0,5945.0,659000,445000.0,685000
8307,962369.0,14147.0,950000,807853.7111515519,920000
8308,349892.0,4827.0,2550000,807853.7111515519,2285000
8309,171805.0,1718.0,225000,60000.0,226000
8312,788089.0,10101.0,1795000,417000.0,2225000
8314,300423.0,4631.0,1349000,807853.7111515519,1425000
8315,1100000.0,15103.0,1275000,1100000.0,1100000
8318,378308.0,5092.0,429000,349500.0,455000
8320,1310903.0,16124.0,3100000,1260000.0,2720000
8321,594070.0,9035.0,779800,530000.0,741000
8322,1831562.0,21992.0,2598000,1700000.0,2611000
8323,158392.0,1925.0,998000,807853.7111515519,1150000
8324,497869.0,6097.0,645000,425000.0,675000
8325,714000.0,8453.0,870000,700000.0,875000
8326,152514.0,1784.0,207750,807853.7111515519,218000
8327,1294673.0,16618.0,2880000,1220000.0,2375000
8328,1458593.0,17685.0,1995000,1270000.0,2200000
8329,313251.0,3610.0,525000,240000.0,450000
8330,1782791.0,22233.0,5950000,995000.0,5600000
8331,941713.0,12197.0,999000,870000.0,1100000
8332,550000.0,6781.0,700000,550000.0,780000
8333,2145036.0,26498.0,1995000,2021319.0,2700000
8335,280612.0,3788.0,449000,208000.0,455000
8337,1156664.0,14951.0,1200000,1112000.0,1301000
8338,390162.0,5667.0,1049000,262000.0,1100000
8340,420750.0,5594.0,619990,412500.0,660000
8342,5349608.0,59391.0,19500000,1450000.0,17575000
8343,238545.0,9956.843817385054,387000,378961.0,397000
8344,786311.7560919907,9956.843817385054,2199000,807853.7111515519,2200000
8345,1085516.0,13716.0,2795000,835000.0,2305000
8346,104914.0,2253.0,1559000,807853.7111515519,1515000
8350,1317900.0,17987.0,2249000,807853.7111515519,1975000
8351,582862.0,8102.0,799000,520000.0,800000
8352,1061208.0,13524.0,995000,1020000.0,1125000
8353,827741.0,10710.0,929000,780000.0,957000
8355,977975.0,12456.0,949000,940000.0,1276750
8356,5170788.0,62515.0,5350000,4970500.0,5175000
8357,868157.0,10405.0,1198000,790000.0,1251000
8358,856248.0,10329.0,929000,823000.0,946500
8359,759360.0,9949.0,600000,600000.0,1111000
8360,762195.0,9925.0,995000,680000.0,1081000
8361,593387.0,7140.0,1049000,527500.0,1000000
8363,745966.0,9522.0,898000,717000.0,905000
8364,815000.0,10804.0,998000,675000.0,960000
8365,447944.0,4581.0,742568,807853.7111515519,740000
8368,1192794.0,13185.0,965000,1013000.0,1630000
8369,367513.0,4010.0,987000,320000.0,450000
8371,834750.0,11033.0,899000,835000.0,835000
8372,352091.0,5480.0,1298000,807853.7111515519,1390000
8373,764542.0,9683.0,1795000,807853.7111515519,1700000
8374,1040000.0,12695.0,1799000,1040000.0,1891000
8375,99236.0,2425.0,1099000,807853.7111515519,1115000
8376,64279.0,877.0,961000,807853.7111515519,700000
8378,380493.0,7046.0,949000,807853.7111515519,630000
8379,70953.0,2394.0,898000,807853.7111515519,955000
8380,380431.0,6640.0,1220000,807853.7111515519,1308000
8382,320000.0,4084.0,320000,320000.0,500000
8384,1427516.0,17546.0,1375000,1299000.0,1350000
8387,379128.0,4692.0,549999,345000.0,570000
8388,54485.0,551.0,304000,219000.0,295000
8389,778985.0,9510.0,1125000,807853.7111515519,1125000
8390,934922.0,10913.0,748000,881000.0,1350000
8391,924096.0,11214.0,895000,807853.7111515519,830000
8392,420000.0,5675.0,579900,420000.0,613000
8394,435300.0,5877.0,798000,310000.0,850000
8395,304507.0,4782.0,949000,807853.7111515519,980000
8396,900100.0,11578.0,1088000,900100.0,1200000
8397,168646.0,2630.0,349000,807853.7111515519,303550
8398,1428000.0,18138.0,1800000,1400000.0,2000000
8400,307000.0,3845.0,330000,307000.0,419900
8403,261947.0,2707.0,379000,30000.0,355000
8404,786311.7560919907,9956.843817385054,239000,807853.7111515519,235000
8405,447372.0,6353.0,315000,807853.7111515519,453500
8407,3066446.0,57080.0,5625000,807853.7111515519,4825000
8408,3300355.0,40260.0,2995000,3110000.0,3850000
8409,300250.0,3923.0,719000,807853.7111515519,730000
8411,338350.0,4136.0,749000,807853.7111515519,751000
8412,932424.0,11831.0,1195000,790000.0,1200000
8413,786311.7560919907,9956.843817385054,820000,807853.7111515519,816000
8414,53699.0,1024.0,390000,807853.7111515519,385000
8415,132650.0,1426.0,399900,200000.0,390000
8417,269717.0,3928.0,1988888,807853.7111515519,2080000
8418,588465.0,8169.0,499000,525000.0,1100000
8419,353077.0,3772.0,550000,253850.0,575500
8420,727856.0,9772.0,899000,540000.0,1001000
8422,269458.0,3886.0,995000,807853.7111515519,1045000
8423,678658.0,8790.0,1195000,807853.7111515519,1425000
8424,445000.0,5603.0,540000,807853.7111515519,560000
8425,636723.0,10123.0,826800,560000.0,800000
8427,845272.0,10795.0,899000,690000.0,872000
8429,786311.7560919907,9956.843817385054,3515000,807853.7111515519,3475000
8430,118247.0,1622.0,548800,481000.0,565000
8431,768489.0,9443.0,749000,707000.0,740000
8433,786311.7560919907,9956.843817385054,895000,890000.0,1050000
8436,76698.0,983.0,679000,807853.7111515519,679000
8437,620000.0,7719.0,1049000,620000.0,1144725
8438,786311.7560919907,9956.843817385054,764000,807853.7111515519,587000
8439,186160.0,2241.0,899000,807853.7111515519,950000
8440,91836.0,2388.0,895000,807853.7111515519,1000000
8441,1392262.0,19379.0,4998000,807853.7111515519,4700000
8443,741463.0,8914.0,1049000,685000.0,1050000
8444,1294624.0,16512.0,1499000,1244500.0,1480000
8445,1119785.0,14160.0,1495000,975000.0,1665000
8447,361429.0,4588.0,849999,807853.7111515519,900000
8448,324571.0,4300.0,630000,275000.0,645000
8449,1627800.0,20326.0,2590000,1100000.0,2480000
8451,572063.0,6140.0,650000,528500.0,533000
8452,163645.0,2412.0,599000,110000.0,595000
8453,7315594.0,88124.0,9995000,807853.7111515519,8400000
8454,604513.0,7371.0,984100,465000.0,998000
8455,1263775.0,17251.0,1398000,1150000.0,1610000
8457,215213.0,2835.0,1685000,807853.7111515519,1575000
8458,428422.0,5439.0,1729000,807853.7111515519,1729000
8459,786311.7560919907,9956.843817385054,245000,807853.7111515519,245000
8460,1034676.0,13140.0,1195000,975000.0,1315000
8462,4757203.0,54532.0,6749000,3450000.0,6575000
8463,188191.0,3226.0,698000,125000.0,688000
8465,1160000.0,14013.0,899000,807853.7111515519,1160000
8467,27737.0,486.0,725000,807853.7111515519,650000
8469,2874012.0,34471.0,3495000,3310000.0,3400000
8470,786311.7560919907,9956.843817385054,995000,807853.7111515519,1050000
8472,937144.0,11888.0,1199000,750000.0,1350000
8473,905000.0,9956.843817385054,1098000,765000.0,1185000
8474,1071047.0,13492.0,1500000,950000.0,1538000
8475,2360580.0,28794.0,3150000,875000.0,2791500
8476,386580.0,4968.0,430000,379000.0,435000
8478,980118.0,12511.0,1197000,769000.0,1400000
8479,238263.0,3578.0,325176,180000.0,325176
8480,786311.7560919907,9956.843817385054,265000,807853.7111515519,249500
8481,420059.0,5270.0,1299000,807853.7111515519,1457000
8482,503433.0,6100.0,539000,395000.0,400000
8483,4483578.0,54462.0,5995000,4000040.0,5510000
8484,735923.0,9991.0,1075000,675000.0,1052000
8485,926116.0,11899.0,975000,822500.0,1000000
8486,587714.0,8141.0,1249950,410000.0,1300000
8487,1930000.0,23870.0,2790000,1930000.0,2751000
8488,896710.0,11716.0,1095000,800000.0,1050000
8489,763089.0,9943.0,899000,1000.0,915000
8490,781120.0,11500.0,649000,710000.0,1000000
8491,1115226.0,13216.0,799000,807853.7111515519,804000
8492,854234.0,10373.0,1259000,620000.0,1505000
8493,786311.7560919907,9956.843817385054,3500000,807853.7111515519,2295000
8494,270230.0,3862.0,499000,240000.0,490000
8495,1269090.0,16050.0,2250000,1105000.0,2155000
8496,786311.7560919907,9956.843817385054,599000,807853.7111515519,599000
8498,1530000.0,19124.0,1299000,485000.0,1270000
8499,707470.0,7644.0,695000,680000.0,760000
8500,727020.0,9742.0,1288000,710000.0,1280000
8501,846178.0,10361.0,1098000,770000.0,1110000
8502,364286.0,4864.0,599000,325000.0,630000
8503,1290300.0,15540.0,1425000,1265000.0,1395000
8504,786311.7560919907,9956.843817385054,729000,807853.7111515519,736500
8505,70936.0,1466.0,800000,807853.7111515519,812000
8506,739500.0,9170.0,675000,550000.0,635000
8507,384257.0,6168.0,1098000,807853.7111515519,1150000
8508,487093.0,5959.0,629000,450000.0,650000
8510,1969186.0,23631.0,3288000,1545000.0,2800000
8512,33343.0,1048.0,469000,807853.7111515519,462000
8513,70617.0,895.0,1450000,807853.7111515519,1510000
8515,6041231.0,72801.0,11300000,5581500.0,2295000
8516,236283.0,2792.0,679000,807853.7111515519,679000
8517,366162.0,4154.0,1199000,807853.7111515519,1215000
8518,850000.0,10965.0,849000,850000.0,925000
8519,324728.0,4595.0,440000,300000.0,452000
8521,298890.0,4742.0,675000,807853.7111515519,665000
8522,321352.0,3862.0,429000,95000.0,395000
8523,1379062.0,17936.0,2168888,1201000.0,2280000
8528,274730.0,3810.0,370000,250000.0,355000
8531,120106.0,1724.0,1190000,807853.7111515519,1200000
8532,1049481.0,12495.0,1598000,955000.0,1650000
8533,637012.0,9265.0,1295000,490000.0,1320000
8534,1369192.0,17035.0,1998000,807853.7111515519,2020000
8535,2683618.0,32952.0,4295000,2315000.0,4100000
8538,266488.0,5103.0,399000,242500.0,415000
8541,212241.0,3784.0,335000,200000.0,307500
8543,1563879.0,19011.0,2395000,807853.7111515519,2045000
8545,950000.0,11451.0,1170000,950000.0,1150000
8546,581788.0,7133.0,849000,807853.7111515519,1040000
8547,470794.0,5893.0,1288000,807853.7111515519,1505000
8548,1368958.0,17147.0,1295000,1290000.0,1525000
8549,1626900.0,20508.0,1649000,1595000.0,1700000
8550,997722.0,11217.0,1199000,889000.0,1150000
8551,119066.0,1567.0,210000,130000.0,205000
8552,69654.0,862.0,1350000,807853.7111515519,1586000
8553,151314.0,1781.0,169900,135000.0,150000
8554,773581.0,9648.0,665000,730000.0,750000
8555,144500.0,1663.0,239000,807853.7111515519,239000
8557,710000.0,8715.0,1149000,710000.0,1225000
8558,786311.7560919907,9956.843817385054,359000,807853.7111515519,373500
8559,1745574.0,21200.0,1495000,1479000.0,2300000
8560,246000.0,3270.0,210000,246000.0,373500
8561,1409375.0,17052.0,1995000,210000.0,2500000
8562,2328149.0,28749.0,4500000,807853.7111515519,4100000
8563,123669.0,1472.0,199950,130000.0,215000
8564,1164872.0,15017.0,1149000,1060000.0,1151000
8565,373635.0,6347.0,535000,340000.0,530000
8566,253741.0,3911.0,684800,170500.0,675000
8567,682000.0,8541.0,650000,700000.0,650000
8569,1100000.0,13237.0,1579900,1100000.0,1600000
8570,1207432.0,14640.0,2098000,807853.7111515519,1950000
8571,1041296.0,12691.0,1698000,850000.0,1880000
8575,1197642.0,14869.0,1998000,807853.7111515519,2139000
8576,321300.0,3461.0,355000,315000.0,152000
8577,478584.0,6761.0,498000,460000.0,550000
8578,587282.0,6979.0,769000,470000.0,770000
8579,988672.0,12252.0,1829000,751000.0,1750000
8580,194937.0,4389.0,750000,807853.7111515519,775000
8582,660819.0,9660.0,1058000,499000.0,1100000
8583,1053878.0,13420.0,1195000,959000.0,1080000
8585,858330.0,10612.0,1048000,825000.0,918000
8586,1450000.0,17846.0,1095000,807853.7111515519,1425000
8587,791560.0,10459.0,1198000,703000.0,1195875
8588,891009.0,10935.0,1495000,770000.0,1500000
8589,94581.0,2992.0,749999,807853.7111515519,785000
8590,753456.0,10859.0,960000,710000.0,1008000
8591,540131.0,6500.0,699000,499000.0,735000
8592,1836000.0,22328.0,5595000,1800000.0,5326000
8593,225277.0,2827.0,498000,205000.0,470000
8594,1571478.0,19490.0,1795000,1430000.0,2050000
8595,786311.7560919907,9956.843817385054,999950,807853.7111515519,1050000
8596,824200.0,11834.0,988000,1075000.0,800500
8597,837797.0,10130.0,1228000,684000.0,1195000
8598,218188.0,3700.0,500000,50000.0,431737
8599,1222064.0,15352.0,1375000,1129000.0,1320000
8603,1316106.0,16267.0,1429000,1265000.0,1505000
8604,136632.0,2383.0,2498000,807853.7111515519,2760000
8605,231870.0,3016.0,685000,807853.7111515519,645000
8606,1058606.0,12899.0,1049000,1017500.0,1300000
8607,459560.0,5628.0,400000,410000.0,711000
8609,512562.0,6252.0,619000,449000.0,619000
8610,824198.0,10791.0,998888,750000.0,1080000
8611,375328.0,4297.0,649499,420000.0,655000
8612,1432630.0,17398.0,2750000,1350000.0,2627500
8613,192270.0,2974.0,550000,807853.7111515519,560000
8614,740443.0,9530.0,2675000,807853.7111515519,2928750
8615,470420.0,5846.0,1098000,180000.0,1170000
8616,2184839.0,26654.0,3495000,2100000.0,3370000
8617,80401.0,1986.0,900000,807853.7111515519,1000000
8618,893004.0,11425.0,789000,825000.0,926000
8619,1872720.0,22820.0,1989000,1800000.0,1794500
8620,1236307.0,13664.0,1395000,1165000.0,1395000
8621,210677.0,3278.0,2995000,807853.7111515519,2800000
8622,204303.0,6096.0,1850000,807853.7111515519,1625000
8623,659360.0,8747.0,588000,600000.0,840000
8624,790737.0,9429.0,1285000,510000.0,1420000
8625,807091.0,12062.0,3600000,3500000.0,3400000
8626,624466.0,7871.0,899000,510000.0,800000
8627,193558.0,3038.0,418000,165000.0,400000
8628,7905000.0,95347.0,6485000,7750000.0,7500000
8629,1155441.0,13249.0,1350000,1089000.0,1420000
8630,1677876.0,20899.0,2395000,2150000.0,2265000
8631,520200.0,6600.0,775000,510000.0,555000
8634,675312.0,7847.0,1228000,588000.0,1307000
8637,152028.0,3071.0,999000,807853.7111515519,990000
8638,92258.0,1256.0,1259000,807853.7111515519,875000
8643,589917.0,7387.0,740000,500000.0,735000
8645,504737.0,7127.0,1990000,807853.7111515519,2165000
8647,287118.0,5034.0,588000,385000.0,634088
8649,361549.0,4407.0,425000,329000.0,425000
8650,646308.0,8627.0,899000,574000.0,848500
8651,984750.0,13875.0,1275000,985000.0,1300000
8653,782108.0,9941.0,928000,737000.0,978000
8656,717368.0,8847.0,948000,640000.0,990000
8657,318997.0,4479.0,959000,218500.0,1100000
8659,492388.0,8281.0,1388888,344000.0,1368000
8660,53813.0,703.0,999000,807853.7111515519,1181000
8661,59311.0,2078.0,979000,807853.7111515519,1015000
8662,3077027.0,36877.0,3899999,807853.7111515519,2912600
8663,620002.0,8134.0,1400000,450000.0,1500000
8664,600512.0,8890.0,799000,500000.0,815000
8665,403553.0,4994.0,957000,238500.0,1052150
8666,307025.0,3844.0,940000,807853.7111515519,936000
8667,420116.0,4238.0,585000,807853.7111515519,595000
8668,395352.0,5138.0,362000,380000.0,829000
8670,94642.0,2482.0,1369000,807853.7111515519,1369000
8671,786311.7560919907,9956.843817385054,799000,807853.7111515519,804000
8672,175000.0,2079.0,189000,807853.7111515519,189000
8673,788657.0,9644.0,895000,729000.0,800000
8674,1516311.0,18466.0,1885000,807853.7111515519,1750000
8675,106359.0,1157.0,160000,175000.0,161000
8676,379128.0,4830.0,585000,355000.0,672000
8678,786311.7560919907,9956.843817385054,539000,807853.7111515519,530000
8679,1010000.0,12110.0,1298888,1010000.0,1390000
8680,74514.0,1510.0,1150000,807853.7111515519,1200000
8683,660279.0,9037.0,1299999,610000.0,1204000
8684,786311.7560919907,9956.843817385054,870000,807853.7111515519,855000
8686,982757.0,11973.0,1525000,850000.0,1550000
8687,664218.0,8061.0,1149000,807853.7111515519,1060000
8688,965697.0,12053.0,925000,807853.7111515519,1050000
8690,837969.0,10311.0,1285000,807853.7111515519,1260000
8691,340746.0,4786.0,569000,304000.0,571000
8693,1319227.0,16653.0,1295000,1268000.0,1820000
8694,970810.0,10420.0,1388000,807853.7111515519,1368000
8696,1138840.0,12780.0,1588000,1112000.0,1588000
8697,71416.0,1225.0,754000,807853.7111515519,780000
8699,194283.0,2219.0,259900,807853.7111515519,230000
8700,182874.0,2366.0,1099000,859000.0,1225000
8701,126415.0,2791.0,695000,807853.7111515519,536101
8703,348176.0,5877.0,289000,295000.0,780000
8705,550000.0,6917.0,649000,550000.0,649000
8706,816068.0,11705.0,899000,769000.0,955000
8707,525000.0,5584.0,560000,525000.0,545000
8708,37756.0,563.0,849000,807853.7111515519,850000
8709,630000.0,7883.0,750000,540750.0,750000
8711,80296.0,850.0,179000,807853.7111515519,160000
8712,162898.0,1683.0,230000,807853.7111515519,205000
8715,526603.0,7947.0,800000,173000.0,843000
8716,928596.0,11256.0,949000,807853.7111515519,960000
8717,178772.0,2261.0,135000,55000.0,180000
8718,786311.7560919907,9956.843817385054,849000,807853.7111515519,855000
8719,869810.0,10683.0,1199800,776000.0,1230000
8724,786311.7560919907,9956.843817385054,229000,807853.7111515519,210000
8726,1692361.0,21107.0,1790000,1540000.0,1840000
8727,1456560.0,18196.0,1500000,807853.7111515519,1700000
8728,33967.0,395.0,115000,807853.7111515519,115000
8730,54106.0,683.0,475000,807853.7111515519,475000
8732,235799.0,4209.0,1248000,807853.7111515519,1200000
8734,392308.0,5169.0,499000,350000.0,525000
8735,844024.0,10203.0,998000,780000.0,1030000
8736,227579.0,4600.0,940888,807853.7111515519,1000000
8737,265301.0,3808.0,449900,180000.0,465000
8738,9560384.0,114377.0,16900000,807853.7111515519,14000000
8739,157632.0,1739.0,319000,140000.0,310000
8740,468439.0,6580.0,720000,340000.0,735000
8741,422147.0,5626.0,579900,390000.0,585103
8742,223129.0,2416.0,1300000,807853.7111515519,1300000
8743,4671311.0,56890.0,10950000,2850000.0,10715000
8744,586512.0,7740.0,1628000,807853.7111515519,1730000
8745,601092.0,8233.0,925000,445000.0,920000
8747,4117486.0,49425.0,4098000,3880000.0,4260000
8748,786311.7560919907,9956.843817385054,480000,807853.7111515519,460000
8749,786311.7560919907,9956.843817385054,1050000,90000.0,1000000
8750,600505.0,7552.0,3895000,807853.7111515519,3650000
8751,257616.0,2727.0,330000,238000.0,340000
8752,97572.0,1464.0,190000,807853.7111515519,191000
8753,1326510.0,14996.0,1425000,1275000.0,1385000
8754,1032888.0,12406.0,1050000,860000.0,1200000
8755,235381.0,2736.0,369000,807853.7111515519,360000
8756,1353040.0,16587.0,1399000,1250000.0,1407000
8757,81181.0,1109.0,209000,807853.7111515519,235000
8758,664471.0,8159.0,1350000,807853.7111515519,1350000
8760,222796.0,2818.0,799999,146500.0,800000
8761,59727.0,2537.0,1175000,807853.7111515519,1165000
8762,168892.0,3061.0,359900,2000.0,401500
8763,503116.0,6831.0,599000,395000.0,640000
8764,642858.0,7367.0,2088000,1605000.0,2000000
8765,41616.0,571.0,139900,40000.0,119500
8766,1540027.0,18726.0,2000000,1250000.0,2133000
8767,82831.0,1339.0,155000,65000.0,140000
8768,378216.0,4817.0,349000,371000.0,554000
8770,490809.0,5646.0,499000,807853.7111515519,494000
8771,263815.0,3388.0,875000,807853.7111515519,850000
8772,853128.0,12265.0,799000,750000.0,170000
8773,425369.0,5366.0,295000,807853.7111515519,488000
8774,1958955.0,24048.0,5895000,1100500.0,5465000
8775,786311.7560919907,9956.843817385054,169500,199900.0,240000
8776,69870.0,2345.0,1275000,807853.7111515519,1250000
8778,103892.0,1601.0,1925000,807853.7111515519,1550000
8779,583786.0,7001.0,928000,500000.0,990000
8780,189782.0,3323.0,399999,130000.0,395000
8781,398332.0,4962.0,555000,368000.0,540000
8784,585000.0,7276.0,1049000,585000.0,1059000
8785,758760.0,9834.0,850000,807853.7111515519,850000
8787,428000.0,5608.0,470000,369000.0,475000
8788,54656.0,1948.0,665000,807853.7111515519,685000
8789,174301.0,2745.0,242856,156000.0,242856
8790,653500.0,9655.0,974500,555000.0,1017000
8791,2024306.0,24873.0,5149000,1929000.0,4870000
8792,743453.0,10707.0,848000,715000.0,870000
8793,397952.0,5329.0,395000,375000.0,455000
8794,8326522.0,100580.0,29800000,6800000.0,19500000
8795,1173570.0,14107.0,2188000,1128000.0,2000000
8797,786311.7560919907,9956.843817385054,224888,807853.7111515519,200000
8799,654658.0,8857.0,995000,590000.0,1050000
8800,348395.0,4407.0,550000,268000.0,550000
8801,174146.0,3291.0,1199000,807853.7111515519,1251000
8802,912523.0,13683.0,1050000,775000.0,1177000
8804,786311.7560919907,9956.843817385054,1599000,807853.7111515519,1700000
8805,937074.0,11299.0,1180000,807853.7111515519,1200000
8806,486463.0,5976.0,599000,434000.0,643000
8807,1633020.0,19682.0,2495000,1601000.0,2495000
8808,191410.0,2169.0,329000,170000.0,325000
8809,1238578.0,12840.0,1295000,1200000.0,1295000
8811,365658.0,5502.0,999000,860000.0,1290000
8812,510836.0,6433.0,589000,491000.0,595000
8813,22228.0,353.0,155200,807853.7111515519,145000
8814,410008.0,5047.0,639000,807853.7111515519,625000
8815,401254.0,5064.0,675000,303000.0,675000
8816,1015282.0,12958.0,1295000,849000.0,1510000
8817,588782.0,9447.0,829999,807853.7111515519,920000
8818,136564.0,1975.0,1699000,807853.7111515519,1770000
8819,306866.0,3470.0,389000,260000.0,374900
8820,705310.0,8195.0,769000,318000.0,769000
8821,1205000.0,15860.0,1298000,1200000.0,1350000
8822,843453.0,10590.0,1750000,719750.0,1700000
8823,566046.0,7510.0,699000,420000.0,770000
8826,786311.7560919907,9956.843817385054,299900,807853.7111515519,335000
8828,1416089.0,18355.0,1898000,1125000.0,1870000
8829,127423.0,1709.0,450000,807853.7111515519,430000
8830,440788.0,6275.0,1399000,225000.0,1325000
8831,72958.0,1252.0,179950,69000.0,150000
8832,765000.0,11987.0,549000,697000.0,800000
8833,340000.0,4278.0,529000,807853.7111515519,510000
8835,2474908.0,29911.0,3148000,2198000.0,3022500
8836,85862.0,2371.0,700000,807853.7111515519,830000
8837,83587.0,899.0,334900,807853.7111515519,335000
8838,195988.0,3089.0,1495000,807853.7111515519,1675000
8839,598229.0,7321.0,699000,575000.0,715000
8840,1632000.0,20403.0,1600000,1600000.0,1515000
8841,675750.0,8108.0,699000,662500.0,725000
8843,961568.0,12180.0,1095000,875000.0,1252000
8845,1114267.0,14827.0,1498000,1050000.0,1600000
8846,883263.0,10823.0,870000,807853.7111515519,855000
8847,985679.0,11749.0,1190000,807853.7111515519,1590000
8849,386580.0,5398.0,595000,330000.0,650000
8850,343555.0,4195.0,1998000,807853.7111515519,2048250
8851,138562.0,2362.0,1595000,807853.7111515519,1630000
8854,62892.0,1775.0,1298000,1052000.0,1325000
8856,198283.0,2289.0,569000,807853.7111515519,321117
8857,968654.0,12265.0,998000,760000.0,1260000
8858,118392.0,1666.0,1049000,807853.7111515519,1250000
8861,530603.0,8138.0,750000,807853.7111515519,2175000
8862,459484.0,5817.0,2099888,302500.0,1960000
8863,823102.0,10521.0,749000,749000.0,950000
8864,1420727.0,16894.0,1598000,800000.0,1808000
8866,390000.0,4919.0,669000,390000.0,685000
8867,315000.0,4183.0,315000,315000.0,475000
8868,442790.0,6242.0,1999000,807853.7111515519,2150000
8869,388761.0,4883.0,979000,338500.0,1040000
8870,2110081.0,28863.0,2249000,1882500.0,2000000
8871,438000.0,6015.0,469000,425000.0,465000
8872,427370.0,5129.0,1675000,350000.0,1635000
8874,186712.0,3740.0,295000,62500.0,277000
8875,231945.0,4531.0,485000,807853.7111515519,456500
8876,5048954.0,61300.0,5695000,1550000.0,6150000
8877,168005.0,2067.0,540000,807853.7111515519,530000
8878,114886.0,1465.0,189000,807853.7111515519,190000
8881,383500.0,5084.0,454900,402272.0,447000
8882,222569.0,2829.0,499900,190000.0,480000
8883,240000.0,3026.0,270750,240000.0,399900
8884,786311.7560919907,9956.843817385054,4250000,807853.7111515519,4162500
8886,786311.7560919907,9956.843817385054,1199000,807853.7111515519,1250000
8888,382033.0,4823.0,495000,360000.0,510000
8891,786311.7560919907,9956.843817385054,489000,807853.7111515519,430000
8893,470000.0,5885.0,615900,470000.0,619000
8896,836400.0,9803.0,998000,820000.0,1070000
8897,107474.0,2774.0,1199888,807853.7111515519,1240000
8899,582600.0,7915.0,649777,549000.0,665000
8901,92972.0,1874.0,849000,480000.0,826000
8903,1111113.0,13634.0,1399000,995500.0,1399000
8904,1975000.0,24456.0,2195000,1975000.0,2175000
8906,351434.0,5618.0,659800,300000.0,665000
8907,700533.0,9186.0,598000,598000.0,900000
8909,875494.0,10796.0,950000,825000.0,940000
8910,279282.0,9956.843817385054,407000,318500.0,407000
8911,660527.0,8925.0,1188000,489000.0,1320000
8912,786311.7560919907,9956.843817385054,299950,807853.7111515519,299950
8913,885803.0,10523.0,1588000,695000.0,1760000
8914,786311.7560919907,9956.843817385054,1995000,807853.7111515519,2175000
8915,612662.0,8196.0,999000,555000.0,1228000
8916,795905.0,9959.0,888000,750000.0,930000
8918,222114.0,2634.0,359900,100000.0,357000
8919,508393.0,6206.0,759000,415000.0,768000
8921,1294000.0,15677.0,1188000,807853.7111515519,1290350
8924,313122.0,4045.0,985000,807853.7111515519,1008000
8926,1374122.0,16767.0,1649000,1200000.0,1575256
8927,72504.0,797.0,319000,807853.7111515519,320000
8928,2295000.0,29101.0,2289000,2250000.0,2262500
8929,1581000.0,17967.0,1599000,1550000.0,1610000
8931,936808.0,11458.0,968950,780000.0,970000
8932,1012684.0,11500.0,989000,807853.7111515519,970000
8933,328662.0,6179.0,370000,316000.0,490000
8934,524808.0,7080.0,699000,420000.0,660000
8935,1798024.0,21692.0,3200000,1305000.0,3100000
8936,135000.0,1628.0,187500,136000.0,175000
8937,479463.0,7828.0,895000,348000.0,1300000
8939,897353.0,11785.0,1898000,807853.7111515519,2025000
8940,460000.0,5777.0,649990,460000.0,665000
8941,920000.0,12404.0,974900,920000.0,1170000
8942,58159.0,9956.843817385054,129900,115000.0,123000
8943,1275000.0,15654.0,1260000,1250000.0,1260000
8944,625927.0,9173.0,1098000,545000.0,1270000
8946,746546.0,8470.0,749000,703500.0,749000
8948,750718.0,8699.0,1250000,589000.0,1150000
8949,93753.0,1204.0,1098888,807853.7111515519,1000000
8950,322562.0,4861.0,299000,298000.0,365000
8951,52790.0,620.0,169500,807853.7111515519,155000
8952,426808.0,4407.0,479900,807853.7111515519,480000
8953,948600.0,12031.0,1200000,930000.0,1080000
8954,485600.0,5066.0,945000,807853.7111515519,945000
8955,68177.0,1290.0,1399888,807853.7111515519,1550000
8956,75106.0,843.0,815000,851332.0,714000
8958,89665.0,924.0,225000,80000.0,170000
8959,411158.0,5069.0,749999,358000.0,780000
8960,209909.0,3779.0,949000,807853.7111515519,1080000
8961,313204.0,4036.0,679000,250000.0,685000
8962,103059.0,1494.0,0,807853.7111515519,425000
8963,96485.0,1267.0,998000,807853.7111515519,1157000
8966,247851.0,3197.0,839000,210000.0,870000
8968,1814664.0,22538.0,1849000,1710000.0,1901000
8969,1911586.0,22971.0,2200000,1557000.0,2100000
8970,395828.0,5680.0,350000,373000.0,425000
8971,786311.7560919907,9956.843817385054,438000,807853.7111515519,405000
8972,235276.0,3610.0,1199000,807853.7111515519,1150000
8973,1148498.0,14554.0,1495000,1000000.0,1675000
8974,786311.7560919907,9956.843817385054,1100000,807853.7111515519,1375000
8975,786311.7560919907,9956.843817385054,149000,807853.7111515519,149000
8976,452720.0,6131.0,1088888,850000.0,1375000
8977,1395523.0,17210.0,1775000,1289500.0,1506749
8979,710528.0,8487.0,795000,2500.0,675000
8980,863531.0,11005.0,799998,830000.0,870000
8981,900000.0,13446.0,879571,751000.0,870000
8982,504397.0,6090.0,638000,450000.0,615000
8983,481977.0,8082.0,749000,430000.0,750000
8985,101487.0,1403.0,979000,807853.7111515519,1100000
8986,240899.0,2916.0,719000,807853.7111515519,719000
8987,1347442.0,16430.0,2899000,807853.7111515519,2400000
8988,578566.0,6456.0,1180000,500000.0,1200000
8989,814655.0,10718.0,1098000,665000.0,1118000
8990,3905580.0,47113.0,6495000,2850000.0,6025000
8991,429686.0,4926.0,499000,439000.0,525000
8992,70925.0,2017.0,1399000,807853.7111515519,1555000
