Housing_Id,parking,bedrooms,bathrooms,full_bathrooms,total_interior_livable_area
15851,"Tandem, Community Structure, Gated, Covered, Controlled Entrance",2,2,2,1598.0
15852,"Garage, Garage - Attached",3,2,2,1080.0
15853,Garage - Detached,3,2,2,1056.0
15854,"Attached, Enclosed, Garage Door Opener, Interior Access, Independent, On Site, Driveway",1,1,1,1021.0
15856,Off-street,2,2,2,1100.0
15858,"Carport, Covered",2,1,1,860.0
15859,"Concrete, Garage",3,2,2,1869.0
15860,"Attached, Interior Access, Independent, On Site - Mapped (Condo Only), Driveway",3,2,2,1739.0
15862,Garage - Two Door,4,3,3,2418.0
15864,"Garage, Garage - Attached, Off-street, On-street, Covered",4,4,2,2300.0
15865,"Driveway, Garage",4,5,5,4315.0
15866,"Direct Access, Garage Door Opener, Driveway, Concrete, Garage - Three Door",4,4,3,3472.0
15867,0 spaces,1,2,2,1522.0
15869,"Garage, Garage - Attached, Covered",3,2,2,1603.0
15873,On Site (Single Family Only),4,4,4,3140.0
15874,Carport,1,1,1,648.0
15875,"Assigned, Tandem",3,3,2,1878.0
15876,"None, Covered",2,2,2,1127.0
15877,"Assigned, Community Structure, Controlled Entrance, Covered, Tandem",2,2,1,1289.0
15878,"Garage, Garage - Detached, Covered",3,2,2,1150.0
15879,Driveway,7,4,2,2556.0
15880,"Garage, Garage - Attached, Covered",3,2,2,2314.0
15881,"Garage Door Opener, Side By Side, Side by Side, On Site - Mapped (Condo Only)",3,3,3,2295.0
15882,"Garage, Garage - Attached",3,3,2,1540.0
15884,"Garage Door Opener, Side By Side, Side by Side, On Site",2,1,1,5774.587090597377
15889,"Carport, Covered",5,4,4,3300.0
15890,"Mechanical Lift, Independent, On Site",2,2,2,5774.587090597377
15892,"Garage - Two Door, Carport",2,2,2,5774.587090597377
15893,"No Garage, Concrete, Parking Pad",4,3,3,1998.0
15894,"Garage, Tandem",2,2,2,1037.0
15896,"Garage, Garage - Attached, Covered",5,4,2,4620.0
15897,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",3,2,2,1277.0
15898,"Garage, Garage - Attached, Covered",3,2,2,1795.0
15899,"Attached, Garage Door Opener, Independent, On Site",2,1,1,1046.0
15900,Carport,3,2,2,1715.0
15901,"Garage, Garage - Attached, Covered",3,3,2,1938.0
15902,"Garage, Garage - Attached, Covered",4,3,2,1681.0
15903,Garage - Attached,3,2,2,1253.0
15904,"Garage, Garage - Attached, On-street, Covered",5,3,2,2339.0
15905,"Auto Driveway Gate, Underground",2,1,1,1045.0
15906,0 spaces,2,1,1,1500.0
15907,"Garage, Carport, Garage - Attached, Covered",5,5,4,4027.0
15908,None,1,1,1,750.0
15910,"Attached, Enclosed, Garage Door Opener, Guest, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only), Shared Driveway",2,2,2,1719.0
15911,0 spaces,2,1,1,1024.0
15912,None,4,2,2,2304.0
15914,"Garage, Garage - Attached, Covered",3,2,2,1404.0
15915,"Attached, Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only), Driveway",3,2,2,1515.0
15916,"Garage Door Opener, Attached",3,2,2,1978.0
15917,"Driveway, Garage",3,1,1,1052.0
15918,Assigned,1,1,1,930.0
15919,"Attached, Enclosed, Garage Door Opener, Private, Independent, On Site, Driveway",3,2,2,1717.0
15920,"Driveway, Garage, Garage Faces Side, Garage - Single Door",3,2,2,1577.0
15922,Underground,1,1,2,667.0
15925,Garage - Two Door,4,2,2,2705.0
15926,"Garage, Garage - Attached, Covered",3,2,2,1545.0
15927,"Garage, Garage - Attached, Off-street, Covered",4,4,3,2752.0
15928,"Garage, Carport, Covered",3,2,2,2001.0
15929,"Garage, Garage - Attached, Covered",5,3,3,2840.0
15930,None,2,1,1,845.0
15932,"Carport, Garage - Attached, Covered",2,2,2,1197.0
15933,0 spaces,2,1,1,1000.0
15934,"Side By Side, Side by Side, On Site",1,1,1,1220.0
15936,None,1,1,1,1000.0
15938,"Garage Door Opener, Attached",2,2,2,1301.0
15939,"Garage - Attached, Covered",4,2,2,1317.0
15940,"Carport, Off Street, Guest",1,1,2,1056.0
15941,"Garage Door Opener, Asphalt, Driveway",2,2,2,1637.0
15942,"Garage, Garage - Attached, Covered",3,2,2,1509.0
15943,"Garage, Garage - Detached, Off-street, Covered",4,5,4,3184.0
15944,"Garage, Garage - Attached, Covered",3,2,2,1450.0
15947,"Off-street, Covered",3,1,1,947.0
15948,0 spaces,2,2,2,5774.587090597377
15952,Gated,2,1,1,901.0
15953,"Garage, Garage - Attached, Covered",4,4,3,1914.0
15955,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only)",4,3,3,2494.0
15956,"Garage, Garage - Attached",4,2,2,2030.0
15957,"Assigned, Community Structure, Controlled Entrance",2,3,2,1430.0
15958,"Concrete, Garage",3,2,2,1313.0
15960,"Garage, Garage - Attached, Covered",3,2,2,2039.0
15962,Garage - Single Door,2,1,1,1300.0
15963,"Interior Access, Private, Tandem, On Site",2,2,2,1534.0
15967,"Garage, Garage - Attached, Covered",2,2,2,1495.0
15968,"Garage, Garage - Attached, Covered",2,2,1,977.0
15969,Community Structure,1,1,1,715.0
15970,"Garage, Garage - Attached, Covered",3,1,1,1180.0
15971,"Garage, Carport, Covered",4,3,3,2926.0
15972,Assigned,2,2,2,1206.0
15973,"Tandem, On Site - Mapped (Condo Only)",2,1,1,5774.587090597377
15974,"Garage, Garage - Attached, Garage - Detached, Covered",4,2,2,2000.0
15975,0 spaces,1,1,1,600.0
15976,"Carport, Garage - Two Door",3,3,1,1753.0
15977,"Driveway, Garage - Two Door",2,2,2,1282.0
15979,"Attached, Enclosed, Interior Access, Independent, On Site",2,2,2,1166.0
15980,"Garage, Garage - Attached",5,4,3,3890.0
15981,"Community Structure, Tandem",2,2,2,880.0
15982,Missing,4,2,2,1778.0
15983,"Garage Door Opener, Attached, RV/Boat Parking",5,3,2,2384.0
15984,"Garage - Three Door, Garage Door Opener, Oversized, RV Access/Parking",5,5,4,4375.0
15985,Garage - Attached,3,2,2,2233.0
15986,"Garage, Garage - Detached, Covered",2,2,2,1585.0
15987,Driveway,3,2,1,1039.0
15989,Covered,3,2,2,2138.0
15990,"Garage, Garage - Detached, Off-street, Covered",2,2,1,1152.0
15991,"Garage, Garage - Attached, Covered",3,2,2,1524.0
15993,"Carport, Garage - Attached, Garage - Detached, Off-street, On-street, Covered",3,2,2,2100.0
15996,"Attached, Side By Side, Side by Side, On Site (Single Family Only), Driveway",4,3,3,1520.0
15997,"Garage Door Opener, Attached",3,2,2,1749.0
15999,Garage - Attached,6,6,5,4100.0
16001,"Garage, Garage - Attached, Covered",3,2,2,1650.0
16002,"Auto Driveway Gate, Driveway, On Street",4,4,4,2998.0
16003,"Driveway, Garage - Two Door",4,5,4,3439.0
16004,"Garage, Garage - Attached, Covered",5,6,4,4158.0
16005,Garage,2,2,1,1138.0
16006,"Garage - Attached, Covered",3,2,2,1615.0
16007,"Driveway, Garage - Two Door",4,4,4,5276.0
16009,"Garage, Garage - Attached",3,2,2,1750.0
16012,"Garage, Garage - Attached, Covered",3,2,2,1410.0
16014,"Garage, Carport, Covered",8,4,4,2992.0
16015,"Assigned, Community Structure, Controlled Entrance",2,2,2,1179.0
16017,"Off-street, Covered",3,2,2,1440.0
16018,"Garage, Garage - Attached, Covered",3,3,2,1935.0
16019,Missing,4,2,2,1416.0
16020,"Interior Access, Independent, On Site (Single Family Only), Driveway",4,3,3,2885.0
16021,"Garage Door Opener, Tandem, On Site (Single Family Only), Driveway",3,2,2,1500.0
16022,"Garage, Garage - Attached, Covered",3,2,2,1372.0
16024,"Garage, Garage - Attached, Covered",3,4,3,1773.0
16025,"Garage, Carport, Covered",6,4,4,2778.0
16026,Driveway,2,1,1,929.0
16028,"Assigned, Community Structure, Garage, Guest, Side By Side",3,3,2,1967.0
16029,"Attached, Side By Side, Side by Side, On Site",2,2,2,1173.0
16030,"Garage - Attached, Covered",3,3,3,1340.0
16031,"Assigned, Controlled Entrance, Side By Side",2,2,2,1059.0
16032,"Garage, Garage - Attached",2,2,2,1440.0
16033,"Garage - Attached, Garage - Detached, Covered",3,3,2,2605.0
16034,"Garage, Garage - Attached",2,1,1,1360.0
16036,Garage - Single Door,2,2,2,866.0
16040,"Garage, Carport",2,1,1,842.0
16041,"Garage, Off-street, Covered",3,3,2,1648.0
16043,Garage - Two Door,3,3,2,2728.0
16044,0 spaces,2,1,1,840.0
16045,"Garage - Attached, Covered",1,1,1,730.0
16048,0 spaces,4,2,2,2416.0
16049,"Garage, Garage - Attached, Covered",4,3,2,2281.0
16050,"Garage, Attached",3,2,2,1676.0
16052,"Driveway, Garage",3,2,2,1643.0
16053,"Attached, Enclosed, Garage Door Opener, Side By Side, Side by Side, On Site",1,1,1,725.0
16054,"Carport, Detached",8,4,4,2992.0
16055,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only)",5,3,3,3939.0
16056,"Garage, None, Covered",4,2,2,2802.0
16058,Carport,4,4,4,3800.0
16059,"Assigned, Community Structure, Garage Door Opener, Garage, Guest",2,2,2,1110.0
16061,Garage,3,2,2,1080.0
16062,"Off-street, Covered",2,2,2,1500.0
16063,"Garage, Garage - Attached",2,1,1,980.0
16064,"Carport, Mixed, Covered, Garage",3,2,2,1567.0
16069,"Garage, Garage - Attached, Covered",3,2,2,1877.0
16070,"Attached, Interior Access, On Site (Single Family Only), Driveway",3,2,2,1601.0
16071,4 + Car Garage,3,2,2,2538.0
16072,Garage,2,3,1,2264.0
16073,"Attached, Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only), Driveway",2,2,2,1180.0
16074,Garage - Two Door,3,2,2,2464.0
16075,"Garage Door Opener, Independent, On Site (Single Family Only)",5,3,3,4835.0
16078,"Garage, Garage - Detached",3,2,2,2080.0
16079,"Underground/Basement, Garage - Attached",4,4,3,2400.0
16080,Driveway,2,1,1,732.0
16081,"Detached Carport, Covered, Driveway",2,1,1,1018.0
16082,"Independent, On Site (Single Family Only), Driveway",2,1,1,944.0
16084,0 spaces,2,1,1,918.0
16085,None,1,1,1,530.0
16086,On Site (Single Family Only),4,3,3,2600.0
16089,"Garage, Garage - Attached, Covered",3,3,2,2230.0
16090,"Garage, Carport, Garage - Attached, Off-street, Covered",3,2,2,1712.0
16091,"Garage - Detached, Covered",3,2,2,1391.0
16092,0 spaces,1,1,1,660.0
16093,"Attached, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site, Driveway",2,1,1,1209.0
16094,"Garage, Carport, Covered",3,2,2,1984.0
16095,Missing,4,2,2,2227.0
16096,"RV, Oversized Parking, Off Street, Boat",3,2,2,2216.0
16097,"Garage, Carport, Garage - Attached, Covered",3,4,3,2049.0
16098,"Attached, Garage Door Opener, Interior Access, Tandem, On Site (Single Family Only), Driveway",5,4,4,2725.0
16099,"Side By Side, Side by Side, On Site",1,1,1,795.0
16100,"Driveway, Garage - Single Door",2,1,1,1006.0
16102,"Garage, Garage - Attached, Covered",3,2,2,1456.0
16103,Built-In Storage,5,4,3,4220.0
16104,"Garage, Garage - Attached, Covered",4,3,3,1860.0
16106,"Garage, Garage - Attached, Covered",2,2,2,1572.0
16107,0 spaces,3,2,2,1330.0
16108,"Garage, Carport, Garage - Attached, Covered",3,2,1,1624.0
16110,Concrete,3,3,1,1500.0
16112,"Garage, Garage - Attached, Covered",2,2,2,1206.0
16114,Garage,3,4,1,2574.0
16115,"Garage, Garage - Attached, Covered",3,3,2,1759.0
16117,"Assigned, Controlled Entrance, Covered, Parking Space",2,2,2,1121.0
16118,"Garage, Garage - Attached, Covered",3,2,2,1620.0
16119,"Garage, Garage - Attached, Covered",3,2,2,1570.0
16120,"Garage, Garage - Detached, Off-street, Covered",4,4,2,2558.0
16122,"Garage Door Opener, Attached",2,2,2,1353.0
16124,"Concrete, Garage - Two Door, Private",5,3,3,2112.0
16125,"Garage, Garage - Attached, Covered",4,2,2,1361.0
16126,"Garage, Garage - Attached, Covered",3,2,2,1409.0
16127,Garage - Attached,2,1,1,1060.0
16131,"Independent, On Site (Single Family Only), Driveway",3,2,2,1624.0
16132,"Carport, Garage - Attached",3,2,2,1510.0
16135,"Carport, Covered",3,3,3,1735.0
16136,Tandem,2,3,2,1862.0
16137,Driveway,2,1,1,891.0
16138,Covered,2,3,2,1864.0
16139,"Garage, Garage - Attached, Covered",2,2,2,1526.0
16140,Garage,2,1,1,824.0
16141,"Garage, Garage - Attached, Covered",4,4,3,4384.0
16144,"Assigned, Carport, Covered",2,2,2,1074.0
16148,"Concrete, Garage, Garage Faces Side, Garage - Two Door, Garage Door Opener, Gated",3,2,1,1590.0
16149,"Garage, Garage - Attached",2,2,2,2180.0
16151,"Garage, Garage - Attached",4,3,3,2815.0
16153,"Garage, Carport",2,2,1,1130.0
16154,"Attached, Enclosed, Side By Side, Side by Side, On Site",2,1,1,888.0
16155,"Garage - Attached, Covered",1,1,2,808.0
16156,"Community Structure, Garage Door Opener, Gated, Underground, Tandem",2,2,2,1228.0
16158,"Garage - Two Door, Permit Required",4,3,3,2346.0
16162,"Driveway, Garage - Single Door",1,1,1,672.0
16163,"Direct Access, Driveway, Concrete, Driveway Level, RV Potential",3,3,2,1818.0
16164,"Garage, Garage - Attached, Covered",5,0,3,3409.0
16165,"Garage, Garage - Attached, Off-street, Covered",5,3,3,2705.0
16166,"Garage, Garage - Attached, Covered",4,3,2,1814.0
16169,"Garage, Garage - Attached, On-street, Covered",3,3,2,1510.0
16170,"Garage, None, Covered",4,2,2,1846.0
16172,"Attached, Garage Door Opener, Interior Access, Independent, On Site (Single Family Only)",1,1,1,745.0
16173,"Garage, On Street",4,3,1,2833.0
16174,"Garage, Garage - Attached, Covered",3,3,2,1950.0
16176,"Enclosed, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only)",1,1,1,894.0
16177,"Driveway, Garage",5,5,4,2350.0
16179,"Garage, Garage - Attached, Covered",5,2,3,3259.0
16180,Garage - Detached,2,1,1,1063.0
16181,Garage - Two Door,3,2,2,1395.0
16182,"Side By Side, Side by Side, On Site",1,1,1,649.0
16183,0 spaces,1,1,2,800.0
16184,"Garage, Garage - Attached, Covered",5,3,3,1850.0
16186,Community Structure,1,1,1,682.0
16187,"Garage Door Opener, Side By Side, Side by Side, On Site",2,2,2,866.0
16189,Covered,4,3,2,3035.0
16190,"Garage, Garage - Attached, Garage - Detached, Covered",3,4,4,2561.0
16192,"Attached, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site (Single Family Only)",4,2,2,2197.0
16193,"Driveway, Garage",3,2,2,1403.0
16194,Driveway,4,3,3,2356.0
16196,"Assigned, Community Structure, Controlled Entrance, Covered, Garage - Two Door, Gated",1,1,1,664.0
16197,"Controlled Entrance, Garage - Single Door, Private",1,1,1,720.0
16198,"Garage, Carport",3,3,1,1525.0
16199,"Garage Door Opener, Attached",4,4,2,3271.0
16200,"Underground/Basement, Garage - Attached",4,4,3,2434.0
16201,"Garage - Attached, Covered",3,2,2,1566.0
16202,"Concrete, Private, RV Access/Parking, On Street",7,3,3,2441.0
16203,"Attached, Garage Door Opener, Side By Side, Side by Side, On Site",2,2,2,949.0
16204,Attached Carport,4,6,5,4087.0
16205,"Garage, Garage - Attached, Covered",3,3,2,2266.0
16207,Garage - Two Door,3,1,1,1210.0
16208,"Garage - Attached, Covered",3,2,2,1665.0
16209,"Garage, Garage - Attached, Covered",4,2,2,2185.0
16210,0 spaces,1,3,3,5774.587090597377
16211,"Carport, Garage",1,1,1,747.0
16212,"Side By Side, Underground",2,3,2,1703.0
16213,0 spaces,3,2,2,1284.0
16214,"Garage - Attached, Covered",3,2,2,1040.0
16215,"Attached, Tandem, On Site - Mapped (Condo Only)",4,3,3,5774.587090597377
16216,0 spaces,5,2,2,5774.587090597377
16217,0 spaces,2,1,1,860.0
16218,Attached,3,2,2,1374.0
16220,"Attached, Garage Door Opener, Side By Side, Side by Side, On Site - Mapped (Condo Only)",2,2,2,1465.0
16221,Garage,3,2,2,2384.0
16222,"Enclosed, Garage Door Opener, Interior Access, Independent, On Site",2,1,1,1060.0
16223,"Attached, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only)",4,3,3,2920.0
16225,"Attached, Garage Door Opener, Tandem, On Site (Single Family Only)",4,2,2,1870.0
16226,Garage - Attached,2,2,1,1716.0
16227,"Garage Door Opener, Guest, On Site (Single Family Only)",2,2,2,1443.0
16228,"Garage, Garage - Attached, Covered",4,3,2,2096.0
16229,"Garage, Garage - Attached, Covered",3,2,2,1276.0
16232,"Attached, Interior Access, Tandem, On Site (Single Family Only)",2,1,1,1011.0
16234,"Direct Access, Garage Faces Rear, Garage - Single Door, Garage Door Opener, Private",3,2,2,1360.0
16235,"Carport, Covered",2,2,1,1093.0
16236,Garage - Two Door,2,2,2,1204.0
16237,"Community Structure, Garage Door Opener, Gated",2,2,2,1363.0
16238,Garage - Single Door,2,1,1,812.0
16239,"Garage - Attached, Garage - Detached, Off-street, Covered",8,4,4,4000.0
16241,"Garage, Garage - Detached, Off-street, Covered",3,2,1,1290.0
16242,"Garage, Garage - Attached",2,2,2,1228.0
16243,"Garage, Garage - Attached, Covered",4,3,2,1982.0
16245,0 spaces,1,1,1,800.0
16247,Garage - Attached,2,1,1,858.0
16248,Garage - Attached,3,2,2,1192.0
16249,Attached,4,3,2,3137.0
16250,"Garage - Detached, Covered",3,3,2,1986.0
16251,"Garage, Garage - Attached, Covered",4,2,2,1632.0
16252,"Assigned, Community Structure, Controlled Entrance, Covered, Tandem",2,2,2,1110.0
16254,"Attached, Interior Access, Independent, On Site (Single Family Only)",3,2,2,1754.0
16255,Garage,1,1,1,736.0
16256,0 spaces,3,2,2,1500.0
16258,Garage - Single Door,2,1,1,824.0
16259,0 spaces,3,2,2,1658.0
16260,Carport,3,2,2,1164.0
16264,Garage - Attached,3,2,2,1694.0
16265,"Side By Side, Side by Side, On Site (Single Family Only)",2,1,1,5774.587090597377
16266,Garage,2,1,1,772.0
16267,"Garage, Garage - Attached, Covered",2,1,1,836.0
16268,"Driveway, Garage, Garage - Single Door",2,1,2,816.0
16270,"Garage, Garage - Attached",4,4,4,4050.0
16271,"Garage, Garage - Attached",3,4,3,2830.0
16272,"Concrete, RV Access/Parking",2,1,1,1236.0
16273,Carport,1,1,1,648.0
16274,Carport,2,2,2,1087.0
16275,"Detached Carport, Garage Door Opener, Driveway, Concrete, Garage - Two Door, Guest, Side By Side",3,2,2,1603.0
16276,"Carport, Covered, Garage",1,1,1,622.0
16278,"Potential RV Parking, Work/Shop Area",3,2,2,2268.0
16279,"Detached Carport, Garage Door Opener, Private",2,1,1,947.0
16280,0 spaces,3,1,1,1001.0
16281,"Garage - Attached, Covered",1,1,1,765.0
16282,Garage,5,4,3,3008.0
16283,"Community Structure, Covered",1,1,1,837.0
16284,"Garage, Garage - Attached, Covered",3,2,2,1240.0
16285,Garage - Two Door,2,3,2,1308.0
16286,"Garage, Garage - Attached, Covered",3,2,2,1240.0
16287,"Carport, Garage - Attached, Covered",4,4,3,2730.0
16288,"Assigned, Community Structure, Controlled Entrance, Garage Door Opener, Gated, Guest",3,2,2,1495.0
16289,Missing,1,1,1,751.0
16291,"Driveway, Concrete, Garage - Single Door, On Street, Private",4,3,3,2103.0
16292,"Garage, Garage - Attached, Covered",2,2,2,1772.0
16293,"Garage, Garage - Attached, Covered",4,2,2,2534.0
16294,"Garage, Garage - Detached, Off-street, Covered",2,2,2,933.0
16297,"Attached, Enclosed, Interior Access, Side By Side, Side by Side, On Site, Driveway",1,1,1,5774.587090597377
16298,Detached,2,2,2,1082.0
16299,None,1,1,1,725.0
16300,"Attached, Garage Door Opener, Interior Access, Tandem, On Site",2,2,2,1319.0
16302,Garage - Two Door,3,2,2,1823.0
16304,Missing,5,3,3,2676.0
16307,"Garage - Two Door, Shared Driveway",2,1,1,816.0
16308,"Garage Door Opener, Attached",4,3,2,4471.0
16309,Garage - Two Door,5,4,3,3000.0
16312,"Direct Access, Garage Door Opener, Garage - Two Door, Guest, Side By Side",2,2,1,1270.0
16314,"Garage, Garage - Attached, Covered",2,3,2,1532.0
16315,"Attached, Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only), Driveway",3,2,2,1690.0
16317,Covered,3,3,2,1288.0
16319,Garage,3,2,2,1680.0
16320,"Garage Door Opener, Interior Access, Private, Side By Side, Side by Side, On Site",3,3,3,3702.0
16321,"Side By Side, Side by Side, On Site",1,1,1,701.0
16322,"Garage - Attached, Covered",6,2,2,4862.0
16323,Garage - Single Door,2,1,1,1518.0
16325,"Carport - 2 Or More, Covered",3,2,2,1629.0
16326,Attached,4,3,2,1652.0
16328,"Garage, Garage - Attached, Covered",4,2,2,1642.0
16329,Driveway,3,1,1,1222.0
16330,"Garage, Garage - Attached, Covered",3,2,2,1602.0
16332,"Garage, Garage - Attached, Covered",3,2,2,1910.0
16333,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",5,3,3,2864.0
16334,"Carport, Off-street, On-street, Covered, Garage",3,1,1,1156.0
16335,"Garage - Two Door, Garage Door Opener",3,3,1,2308.0
16336,"Carport, Garage",2,1,1,877.0
16337,"Garage, Garage - Detached, Off-street, Covered",2,1,1,1552.0
16339,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",4,4,4,2810.0
16340,Garage - Two Door,3,2,2,2631.0
16341,"Driveway, Garage - Two Door",3,2,2,2194.0
16342,"Garage, Garage - Attached, Covered",3,2,2,1457.0
16343,"Carport, Garage - Detached, Covered",3,2,2,1015.0
16345,Covered,3,4,3,1684.0
16346,"Attached, Garage Door Opener, Interior Access, Independent, On Site (Single Family Only)",4,3,3,2939.0
16347,"Garage, Garage - Attached",3,2,2,1190.0
16348,0 spaces,2,2,1,1000.0
16350,"Garage, Garage - Attached, Covered",4,2,2,1585.0
16351,"Enclosed, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site",1,1,1,5774.587090597377
16352,"Garage, Garage - Attached, Covered",3,2,2,1231.0
16353,"Garage, Garage - Detached, Covered",2,1,1,1188.0
16354,"Garage, Carport",4,2,2,1659.0
16355,"Garage, Garage - Attached",4,3,3,2600.0
16356,"Garage, Garage - Attached, Covered",4,3,2,2218.0
16357,"Driveway, Garage, Carport",3,4,2,2400.0
16358,"Attached, Enclosed, Garage Door Opener, Interior Access, Independent, On Site - Mapped (Condo Only), Driveway",2,1,1,1089.0
16359,"Garage, Garage - Attached, Covered",4,4,3,1520.0
16360,"Garage, Covered",2,0,2,1189.0
16363,"Garage, Garage - Attached, Covered",3,2,2,1929.0
16365,Garage - Single Door,2,1,1,1102.0
16366,Missing,2,1,1,841.0
16367,"Detached, Garage Door Opener, Private, Independent, On Site - Mapped (Condo Only)",1,1,1,5774.587090597377
16369,"Garage, Garage - Attached, Covered",3,2,2,2332.0
16370,On Site (Single Family Only),2,1,1,735.0
16371,"Garage, Garage - Attached, Covered",2,2,2,1078.0
16372,"Driveway, Concrete, Garage, Garage Faces Front, Garage - Single Door, Garage Door Opener",3,2,1,1339.0
16373,"Direct Access, Garage - Two Door",5,5,4,3593.0
16374,"Garage, Garage - Attached, Covered",3,2,2,1662.0
16375,"Garage, Garage - Attached, Covered",3,2,2,1508.0
16377,"Garage Faces Front, Garage - Single Door",3,2,1,1995.0
16378,"Garage Door Opener, Attached",3,1,2,1027.0
16379,"Garage, Garage - Attached, Covered",4,3,2,2124.0
16381,"Garage, Garage - Detached, Off-street, Covered",4,5,2,2949.0
16383,"Garage, Garage - Attached, Covered",3,3,2,1795.0
16384,"Garage, Garage - Attached, Covered",3,1,1,1050.0
16385,0 spaces,8,6,2,4150.0
16386,"Concrete, Garage - Single Door",3,2,2,1436.0
16388,"Garage - Detached, Mixed, Covered",3,3,2,1441.0
16390,"Garage, Covered",3,1,1,1181.0
16391,Concrete,3,3,2,2148.0
16392,"Side By Side, Side by Side, On Site",2,2,2,1233.0
16393,Covered,3,1,1,1184.0
16395,Garage,3,1,1,940.0
16396,"Off-street, On-street",2,1,1,1070.0
16398,"Garage, Garage - Attached, Covered",3,3,2,1129.0
16399,"Garage Door Opener, Side By Side, Side by Side, On Site, Driveway",1,1,1,1170.0
16401,"Attached, Garage Door Opener, Guest, Interior Access, On Site (Single Family Only), Driveway",4,3,3,2944.0
16402,"Attached, Garage Door Opener, Interior Access, Independent, On Site (Single Family Only), Driveway",3,2,2,1568.0
16403,"Attached, Side By Side, Side by Side, On Site - Unassigned (Condo Only)",1,1,1,5774.587090597377
16405,"Garage, Garage - Attached, Covered",3,3,2,1629.0
16406,0 spaces,2,1,1,1472.0
16408,0 spaces,2,2,2,1731.0
16409,"Carport, Garage - Attached, Covered",3,2,2,1611.0
16410,"Potential RV Parking, Auto Opener, Street",5,3,2,2512.0
16412,"Attached, On Site (Single Family Only), Driveway",3,2,2,1680.0
16413,"Garage, Garage - Attached, Covered",4,2,2,1876.0
16416,"Garage, Garage - Attached, Covered",4,2,2,1446.0
16417,"Garage, Garage - Attached, Covered",3,3,3,1669.0
16418,"Garage - Attached, Covered",3,2,2,1504.0
16421,"Valet, Independent, On Site - Unassigned (Condo Only)",1,1,1,607.0
16422,"Garage Door Opener, Independent, On Site",0,1,1,592.0
16423,"Garage, Garage - Attached, Covered",2,2,2,1380.0
16425,"Garage, Carport",2,2,2,992.0
16426,"Carport, Covered, Garage",2,1,1,947.0
16427,0 spaces,3,3,2,1500.0
16429,"Garage, Garage - Detached, Off-street, Covered",3,3,2,2291.0
16430,"Garage, On Street",2,2,2,707.0
16432,Garage - Attached,3,2,2,1950.0
16434,Garage,2,1,1,997.0
16436,"Driveway, Garage - Two Door",4,5,4,2890.0
16437,Attached,3,2,2,1534.0
16438,"Garage, Garage - Two Door, On Street",5,5,5,5407.0
16440,Assigned,2,3,1,1512.0
16441,"Garage, Garage - Attached, Covered",4,2,2,1839.0
16442,"Garage, Garage - Attached, Covered",4,3,2,2274.0
16443,"Garage, Garage - Attached, Covered",4,3,2,2244.0
16444,"Assigned, Garage, Open",1,1,1,888.0
16445,"Carport, Covered, Garage",1,1,1,756.0
16447,"Attached, Garage Door Opener, Interior Access, Mechanical Lift, Side By Side, Side by Side, On Site",3,2,2,2096.0
16449,Garage,3,2,2,1550.0
16450,"Garage, Garage - Attached, Covered",4,2,2,1370.0
16451,"Direct Access, Driveway, Concrete, Driveway Level, Garage Faces Front, Garage - Single Door, Private",3,3,3,2474.0
16452,"Attached, Garage Door Opener, Interior Access, On Site (Single Family Only), Driveway",2,2,2,5774.587090597377
16453,"Garage, Garage - Attached",3,3,3,1990.0
16455,Attached,10,0,2,5848.0
16456,"Off-street, Covered",4,3,3,2260.0
16457,None,3,2,2,1467.0
16459,"Attached, Interior Access, Independent, On Site (Single Family Only), Driveway",3,2,2,1825.0
16460,"Garage Door Opener, Interior Access, Independent, On Site - Mapped (Condo Only), Driveway",2,1,1,1212.0
16461,"Garage, Carport, Covered",4,2,2,1729.0
16462,"Independent, On Site (Single Family Only)",2,2,2,1068.0
16464,"Assigned, Community Structure, Converted Garage, Garage Door Opener, Garage - Three Door, Gated, Guest",3,3,2,1828.0
16465,"Garage - Detached, Covered",3,1,1,1421.0
16466,"Garage, None, Covered",2,2,2,1209.0
16467,Garage - Two Door,4,5,4,3450.0
16469,"Garage - Attached, Covered",3,2,2,1300.0
16470,"Garage, Garage - Attached, Covered",1,1,1,800.0
16471,Assigned,3,3,2,1782.0
16473,"Garage, Garage - Attached, Covered",3,2,2,1179.0
16474,"Garage, Garage - Attached",5,3,3,2820.0
16475,Carport,2,2,2,1708.0
16477,"Detached Carport, Concrete, Garage - Two Door",3,2,2,1531.0
