Housing_Id,elementary_school_score,elementary_school_distance,middle_school_score,middle_school_distance,high_school_score,high_school_disctance
5917,6,0.6,5,1.6915926468195905,6,2.4103657099769076
5918,9,2.9,5,1.6915926468195905,6,1.8
5919,7,0.2,7,1.1,5,2.8
5920,3,0.2,4,0.9,5,2.1
5921,5,0.0,3,1.2,2,0.5
5922,7,0.1,4,0.6,2,0.6
5923,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
5925,6,0.3,5,1.6915926468195905,7,1.4
5926,6,0.3,5,1.6915926468195905,6,2.4103657099769076
5927,5,1.1524111764292648,5,1.6915926468195905,2,6.1
5928,3,0.7,4,1.7,5,1.0
5929,6,0.4,7,0.8,8,0.3
5930,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
5931,7,0.3,6,0.7,8,1.0
5933,8,0.8,4,1.2,6,2.4103657099769076
5934,9,0.5,3,3.4,7,2.4
5936,4,1.7,5,1.6915926468195905,7,4.3
5937,7,0.7,6,0.9,7,0.8
5938,8,0.8,8,2.4,7,1.2
5940,8,1.7,5,1.6915926468195905,7,2.6
5941,5,1.1524111764292648,5,1.6915926468195905,6,8.2
5942,9,1.3,7,2.1,8,4.3
5944,6,1.1,5,0.7,4,0.7
5945,5,0.5,3,1.6,6,0.5
5948,9,0.1,6,1.2,8,0.7
5950,6,0.1,5,1.6915926468195905,2,0.7
5951,7,0.7,6,3.9,6,0.6
5953,5,1.1524111764292648,6,1.3,3,1.4
5954,7,1.9,6,2.1,7,4.7
5956,5,1.5,3,1.6,3,0.8
5957,4,0.4,5,1.6915926468195905,5,1.5
5958,4,0.4,3,3.0,5,3.1
5959,5,1.1524111764292648,7,1.0,8,1.0
5960,9,0.4,5,1.6915926468195905,7,0.8
5961,8,0.2,6,0.4,7,1.7
5962,9,0.4,5,1.6915926468195905,6,2.4103657099769076
5963,2,0.1,6,1.4,8,1.7
5964,4,0.1,5,1.6915926468195905,5,0.6
5965,6,0.4,2,2.7,2,1.6
5966,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
5967,7,3.4,5,1.6915926468195905,4,3.1
5968,7,0.3,3,1.2,7,0.9
5969,5,0.1,5,1.6915926468195905,6,1.6
5970,4,0.3,5,0.7,6,1.4
5971,7,0.2,5,0.4,3,0.6
5972,6,4.0,5,8.5,8,8.6
5973,5,1.1524111764292648,5,1.6915926468195905,3,0.4
5974,3,0.3,5,1.6915926468195905,3,0.7
5976,5,1.1524111764292648,2,1.2,6,2.4103657099769076
5977,7,0.2,3,0.5,6,2.4103657099769076
5978,8,0.8,3,0.5,7,1.8
5979,5,1.1524111764292648,8,0.4,7,2.5
5980,9,0.6,5,1.6915926468195905,6,2.3
5981,5,0.1,5,1.6915926468195905,9,11.7
5982,3,0.2,8,2.6,8,0.4
5983,7,0.1,9,1.2,8,0.4
5984,5,0.4,4,1.1,3,1.5
5985,7,0.2,5,1.4,6,1.7
5987,4,1.3,5,1.6915926468195905,6,25.0
5988,4,0.4,5,1.6915926468195905,3,0.5
5989,8,0.8,9,0.2,7,0.9
5990,8,0.6,7,0.2,7,0.5
5991,5,0.1,3,1.1,2,0.6
5992,5,12.1,5,1.6915926468195905,6,14.6
5994,5,0.6,5,1.6915926468195905,7,1.7
5995,8,1.1,5,0.5,6,0.5
5997,8,0.6,3,1.2,6,1.6
5998,6,0.2,2,0.9,6,0.7
5999,7,0.6,7,0.6,9,0.5
6000,8,0.8,7,1.7,8,1.7
6001,4,0.4,5,1.6915926468195905,6,2.4103657099769076
6002,5,0.2,5,1.6915926468195905,7,1.0
6003,9,0.3,8,2.2,8,3.3
6004,5,1.1524111764292648,3,1.2,3,1.1
6005,4,11.4,5,1.6915926468195905,7,11.0
6007,5,0.3,3,1.3,2,0.5
6010,8,0.2,5,1.6915926468195905,6,2.4103657099769076
6011,9,0.7,5,1.6915926468195905,6,4.0
6013,6,1.5,8,1.0,9,2.3
6014,8,0.2,7,0.2,9,0.5
6016,6,1.2,6,0.8,7,1.6
6017,5,1.1524111764292648,5,1.6915926468195905,2,0.6
6018,6,0.3,5,1.0,7,1.6
6019,4,0.2,3,0.7,7,2.0
6020,7,0.7,7,1.1,8,1.1
6021,9,1.8,5,1.6915926468195905,6,3.8
6022,9,0.6,5,1.6915926468195905,6,2.4103657099769076
6023,4,2.9,3,3.1,6,5.3
6025,7,0.5,8,1.6,8,0.5
6026,8,0.5,6,0.6,6,2.4103657099769076
6030,6,0.4,5,1.6915926468195905,8,2.2
6033,4,0.2,6,1.1,6,0.1
6034,3,0.3,1,1.1,2,0.4
6035,7,0.7,6,1.8,7,2.7
6037,9,3.2,5,1.6915926468195905,6,4.9
6038,7,0.2,6,0.8,8,0.5
6039,5,0.9,4,1.2,5,2.0
6040,7,0.6,9,1.6,8,0.8
6041,9,0.5,3,0.5,6,2.2
6043,3,0.6,3,0.6,6,2.4103657099769076
6046,7,0.4,7,1.6,9,0.8
6047,8,1.3,7,1.4,7,3.0
6049,7,0.7,7,2.0,9,1.8
6051,5,0.1,5,1.6915926468195905,6,0.2
6052,8,0.5,5,0.7,6,0.8
6053,5,1.1524111764292648,5,1.6915926468195905,2,0.7
6054,5,0.2,6,0.5,8,1.2
6055,9,0.6,3,3.3,7,2.0
6057,4,0.3,3,1.6,5,1.6
6059,7,0.3,6,0.5,8,0.7
6060,5,6.5,6,9.5,5,6.7
6061,5,0.0,3,1.2,6,2.4103657099769076
6062,8,0.8,3,0.3,7,1.4
6063,5,0.3,2,0.8,6,2.4103657099769076
6064,5,0.5,6,2.4,7,0.3
6065,5,1.1524111764292648,2,0.5,2,0.6
6066,5,1.1524111764292648,5,1.6915926468195905,2,1.4
6067,6,1.5,5,3.1,8,3.3
6068,7,0.3,6,0.8,9,0.2
6072,2,0.2,4,0.1,3,0.2
6073,5,1.1524111764292648,3,1.2,3,1.3
6075,9,0.6,8,1.0,8,1.6
6076,5,1.1524111764292648,3,1.4,3,1.2
6077,7,0.5,5,1.6915926468195905,7,1.1
6078,5,1.1524111764292648,7,1.8,8,3.0
6079,3,0.2,5,1.6915926468195905,4,0.7
6080,4,0.5,5,1.3,4,0.8
6081,6,1.9,5,1.6915926468195905,8,5.8
6082,4,0.5,5,0.3,7,0.8
6083,6,0.7,5,1.0,4,0.4
6084,8,0.7,5,1.6915926468195905,6,3.0
6085,4,0.5,3,0.3,5,0.5
6086,7,1.2,5,1.6915926468195905,4,7.0
6089,8,0.7,6,1.2,7,2.2
6092,4,0.2,5,1.6915926468195905,6,2.4103657099769076
6095,9,1.0,5,1.6915926468195905,6,1.0
6096,7,0.8,5,1.8,3,0.9
6098,8,0.3,6,1.4,8,1.4
6099,6,0.3,6,2.8,6,1.2
6100,9,0.5,5,1.6915926468195905,6,2.4103657099769076
6102,5,1.7,3,3.5,2,0.9
6103,5,0.6,4,0.5,5,1.5
6104,5,1.1524111764292648,5,1.6915926468195905,9,6.2
6105,9,1.3,8,1.0,7,2.6
6106,5,1.1524111764292648,5,1.6915926468195905,2,1.0
6108,5,1.1524111764292648,5,1.6915926468195905,3,0.9
6109,9,1.4,9,1.5,10,0.7
6111,3,0.4,5,1.6915926468195905,7,0.8
6112,2,0.4,3,1.1,4,1.7
6114,6,1.1,7,1.9,7,1.7
6115,7,0.3,9,1.5,8,0.7
6117,5,1.0,3,0.9,4,1.7
6118,3,0.2,5,1.1,4,1.0
6119,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6120,1,7.0,5,1.6915926468195905,4,6.9
6121,3,0.4,8,2.8,8,0.4
6122,2,17.4,5,1.6915926468195905,3,17.4
6123,8,0.3,5,1.6915926468195905,9,2.2
6124,8,0.3,7,0.9,9,0.5
6125,8,0.6,9,0.6,10,0.5
6126,6,1.0,7,0.6,8,0.7
6129,7,0.1,7,0.7,4,4.3
6130,5,1.1524111764292648,2,1.5,6,2.4103657099769076
6131,9,0.5,8,1.8,8,3.6
6132,7,0.9,6,0.7,7,3.3
6133,9,0.4,5,1.6915926468195905,7,0.6
6134,5,0.7,5,1.6915926468195905,4,0.8
6136,5,0.1,5,1.6915926468195905,6,0.1
6137,5,1.1524111764292648,3,1.2,3,1.3
6138,5,0.3,5,1.6915926468195905,3,1.9
6140,3,0.8,5,1.6915926468195905,7,0.5
6142,2,2.3,5,1.6915926468195905,6,2.4103657099769076
6143,7,0.6,5,1.6915926468195905,7,0.8
6145,5,1.1524111764292648,5,1.6915926468195905,4,1.1
6146,6,0.7,3,1.4,6,1.5
6148,7,0.9,6,2.1,8,2.1
6149,5,0.5,5,1.5,5,1.9
6151,5,0.3,5,1.6915926468195905,6,2.4103657099769076
6152,5,1.1524111764292648,5,1.6915926468195905,5,0.5
6153,7,0.5,7,1.9,9,2.6
6157,5,1.1524111764292648,6,1.2,8,1.1
6159,5,0.4,3,0.8,6,2.4103657099769076
6161,3,0.5,5,1.6915926468195905,7,0.9
6162,7,0.5,5,1.6915926468195905,7,1.4
6163,5,1.1524111764292648,2,0.4,2,1.3
6164,5,0.6,5,1.6915926468195905,6,2.4103657099769076
6166,4,0.3,4,0.8,2,0.8
6168,7,0.4,7,0.4,9,0.2
6169,6,0.3,6,3.0,7,1.3
6170,8,0.1,3,1.0,6,1.2
6171,6,0.3,5,1.6915926468195905,7,1.8
6172,5,0.2,5,1.6915926468195905,5,0.8
6173,4,0.4,3,0.4,6,1.3
6175,5,1.1524111764292648,5,1.6915926468195905,2,0.6
6176,3,0.5,5,1.6915926468195905,7,2.0
6177,4,0.3,5,1.6915926468195905,6,0.9
6178,4,0.3,4,4.6,6,0.4
6179,4,0.4,3,0.3,3,0.9
6180,3,0.3,5,0.8,3,1.2
6182,4,0.7,6,1.8,6,0.7
6184,8,0.6,6,1.0,7,2.3
6186,8,1.6,8,0.3,8,2.2
6187,6,0.2,3,1.0,7,3.0
6188,5,0.2,4,0.1,3,1.7
6190,7,0.8,4,1.0,3,0.8
6192,4,0.5,5,3.2,6,4.0
6193,4,0.6,5,1.6915926468195905,6,2.4103657099769076
6194,3,0.3,2,1.2,2,2.0
6195,4,0.7,3,1.7,5,1.8
6196,7,0.6,7,1.3,9,1.3
6197,5,1.1524111764292648,5,1.6915926468195905,2,1.4
6198,5,0.5,5,1.6915926468195905,7,1.6
6199,4,1.5,5,1.6915926468195905,7,1.6
6200,9,0.7,5,1.6915926468195905,6,1.3
6201,5,1.1524111764292648,3,1.2,3,1.3
6205,6,1.3,5,1.6915926468195905,5,1.4
6206,5,0.2,3,0.6,3,1.0
6207,6,0.3,2,1.2,3,2.3
6208,5,1.1524111764292648,5,1.6915926468195905,2,0.7
6209,5,0.3,5,1.6915926468195905,6,2.4103657099769076
6210,4,0.4,5,1.6915926468195905,7,2.3
6211,5,21.0,5,1.6915926468195905,6,20.6
6212,7,0.1,6,0.9,10,1.4
6213,4,0.8,5,1.6915926468195905,6,0.4
6215,7,0.4,6,0.9,6,2.4103657099769076
6216,9,0.5,8,1.1,8,1.6
6217,8,0.4,7,0.3,7,0.6
6218,5,1.8,3,3.5,2,1.0
6219,6,0.2,5,1.6915926468195905,6,2.4103657099769076
6220,9,0.3,9,6.7,10,1.6
6221,9,0.9,5,1.6915926468195905,6,4.3
6222,9,0.4,5,1.6915926468195905,7,0.5
6223,6,0.8,5,1.6915926468195905,7,1.4
6225,6,0.4,5,1.6915926468195905,7,1.3
6227,9,0.3,6,0.1,8,1.6
6229,7,0.3,6,3.1,6,0.7
6230,4,0.3,6,0.5,7,1.3
6231,6,6.4,5,1.6915926468195905,7,5.5
6233,6,1.2,7,0.8,7,5.0
6234,4,0.5,5,1.6915926468195905,6,3.1
6235,9,1.1,5,1.6915926468195905,6,1.4
6237,5,1.1524111764292648,5,1.6915926468195905,2,0.5
6238,3,0.1,3,0.9,6,2.4103657099769076
6239,3,1.1,3,1.0,5,1.2
6240,5,10.3,5,1.6915926468195905,8,13.5
6241,9,2.7,5,1.6915926468195905,6,4.5
6242,3,0.5,3,0.4,3,0.4
6243,2,0.4,5,1.6915926468195905,6,2.4103657099769076
6244,9,0.5,5,1.6915926468195905,6,2.4103657099769076
6245,9,0.6,8,0.5,9,1.3
6246,3,1.8,2,2.5,4,3.0
6247,4,0.5,5,1.6915926468195905,5,0.5
6249,9,0.4,8,1.8,8,3.5
6250,5,0.2,3,0.5,6,2.4103657099769076
6252,2,2.7,5,1.6915926468195905,6,3.5
6253,4,0.4,7,0.5,6,2.2
6254,4,1.5,5,1.6915926468195905,6,6.0
6256,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6257,9,0.4,5,1.6915926468195905,6,2.0
6258,4,0.3,5,1.6915926468195905,7,3.5
6259,8,0.9,6,0.4,8,0.7
6261,9,0.3,5,1.6915926468195905,7,0.7
6262,5,0.4,5,1.6915926468195905,7,1.3
6263,2,0.4,2,0.9,6,2.4103657099769076
6264,5,0.4,4,0.8,8,1.1
6265,9,0.6,9,7.4,10,1.9
6266,5,1.1524111764292648,5,1.6915926468195905,8,1.1
6268,5,0.5,5,0.6,7,7.6
6269,8,0.2,6,2.0,6,0.9
6270,8,0.9,5,1.6915926468195905,9,0.5
6271,3,0.3,5,1.6915926468195905,7,2.9
6273,2,0.6,4,0.4,4,16.3
6274,6,1.0,6,0.2,8,2.4
6275,5,1.1524111764292648,7,1.6,8,2.6
6276,3,0.3,3,1.1,2,1.1
6277,7,1.1,3,2.3,7,2.0
6280,7,0.6,6,0.5,7,3.0
6281,5,12.1,5,1.6915926468195905,6,14.6
6282,4,0.4,5,1.6915926468195905,7,1.8
6284,5,1.1524111764292648,5,1.6915926468195905,2,0.1
6285,9,1.4,5,1.6915926468195905,6,3.3
6286,9,0.3,8,0.5,9,0.7
6288,6,0.9,3,0.8,3,0.7
6289,3,0.1,5,1.6915926468195905,3,2.6
6290,8,1.4,5,1.3,8,1.5
6291,5,0.1,5,1.6915926468195905,7,0.5
6292,5,0.4,6,0.3,7,1.2
6293,5,1.1524111764292648,5,1.6915926468195905,2,0.9
6294,5,0.1,5,0.4,6,0.7
6295,8,1.3,5,0.6,6,0.6
6296,4,0.1,6,2.1,7,0.3
6297,4,0.5,5,1.6915926468195905,6,1.5
6299,8,0.6,7,1.5,9,1.2
6300,9,0.1,6,1.3,8,0.7
6301,5,0.3,3,0.9,6,2.4103657099769076
6302,9,1.0,5,1.6915926468195905,6,1.0
6303,5,1.1524111764292648,5,1.6915926468195905,2,0.4
6304,5,1.1524111764292648,3,1.4,3,1.2
6305,6,0.1,5,0.8,6,0.8
6307,3,0.1,2,1.1,2,1.2
6308,5,7.7,6,10.8,5,7.8
6309,8,0.5,5,1.6915926468195905,6,2.3
6310,6,0.2,7,1.5,4,1.3
6311,2,4.2,4,19.8,5,20.7
6313,6,0.2,5,1.6915926468195905,6,2.4103657099769076
6314,7,0.5,7,0.7,9,0.8
6315,6,0.4,5,1.6915926468195905,3,0.7
6316,6,0.1,5,1.6915926468195905,6,2.4103657099769076
6317,4,0.3,5,1.5,4,1.0
6318,6,0.8,7,0.8,8,2.8
6319,2,0.1,3,1.2,3,0.7
6320,4,0.2,4,0.5,7,0.7
6321,2,1.0,3,0.6,7,1.2
6324,8,1.0,7,1.9,8,1.9
6327,8,0.8,5,0.9,8,0.7
6328,5,2.1,5,1.6915926468195905,4,1.9
6329,6,0.4,5,1.6915926468195905,6,0.8
6330,3,0.6,5,1.6,6,1.5
6331,2,0.2,9,1.5,7,0.3
6332,7,0.1,6,0.5,2,0.3
6334,6,0.8,5,1.6915926468195905,3,0.8
6335,5,1.1524111764292648,5,1.6915926468195905,2,0.4
6336,9,0.8,7,1.4,8,3.7
6337,8,1.0,9,0.6,7,0.3
6338,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6339,5,1.1524111764292648,5,1.6915926468195905,7,2.4
6340,2,0.3,5,1.6915926468195905,6,2.4103657099769076
6342,8,0.3,7,0.9,8,1.0
6343,4,0.6,4,1.5,3,0.5
6344,6,0.1,3,1.0,8,0.3
6349,7,0.6,6,5.7,7,3.0
6350,8,0.6,5,1.6915926468195905,9,0.6
6352,5,1.1524111764292648,2,0.5,6,2.4103657099769076
6353,7,0.3,3,1.2,6,0.6
6354,8,0.4,5,1.6915926468195905,9,1.8
6355,7,1.1,6,1.2,8,2.8
6357,7,0.4,6,0.5,6,3.1
6358,6,0.4,5,1.6915926468195905,2,4.3
6359,5,1.1524111764292648,2,0.9,2,1.3
6360,3,0.4,5,1.6915926468195905,7,1.8
6361,5,1.3,5,1.6915926468195905,5,1.7
6362,4,0.1,5,1.6915926468195905,5,7.9
6363,9,1.4,5,1.6915926468195905,6,3.3
6364,6,0.7,2,0.9,6,2.3
6366,8,0.8,3,0.8,7,2.1
6369,5,1.1524111764292648,5,1.6915926468195905,4,1.0
6372,5,9.5,5,1.6915926468195905,6,2.4103657099769076
6374,5,1.1524111764292648,5,1.6915926468195905,9,7.5
6375,7,0.4,6,0.4,8,0.4
6377,5,0.9,3,3.1,2,1.0
6379,8,0.8,9,0.2,7,0.9
6381,7,0.3,3,1.8,2,0.6
6382,9,2.7,5,1.6915926468195905,6,4.7
6384,2,0.3,5,1.6915926468195905,6,2.4103657099769076
6385,7,0.3,4,1.1,7,1.3
6386,6,0.9,5,0.6,7,1.2
6387,6,0.5,3,0.9,7,2.2
6389,8,0.8,9,0.2,7,0.9
6390,7,0.2,6,0.7,8,0.6
6392,5,0.3,7,3.8,3,0.2
6394,9,0.0,5,1.6915926468195905,8,2.6
6395,6,0.5,5,1.6915926468195905,6,2.4103657099769076
6396,2,0.3,5,1.6915926468195905,6,2.4103657099769076
6397,6,0.4,5,1.6915926468195905,6,2.6
6399,7,1.0,6,0.3,7,2.5
6400,7,0.9,5,1.6915926468195905,8,1.3
6401,9,0.1,5,1.6915926468195905,7,1.5
6402,5,1.2,5,1.8,6,1.8
6403,3,1.0,3,0.6,3,1.2
6404,7,0.4,6,2.5,6,2.4103657099769076
6405,6,0.5,4,0.8,6,2.4103657099769076
6406,4,0.3,3,2.4,5,2.4
6407,8,0.4,8,1.8,7,0.2
6408,5,1.1524111764292648,3,1.2,3,1.3
6409,7,0.4,5,1.6915926468195905,3,1.0
6410,7,3.8,5,1.6915926468195905,6,2.4103657099769076
6411,3,0.4,5,1.6915926468195905,6,2.4103657099769076
6412,3,0.3,4,2.3,2,1.3
6413,9,0.2,7,0.3,8,0.4
6414,3,0.3,8,2.2,8,0.7
6417,3,0.4,5,1.6915926468195905,7,0.3
6418,4,0.5,5,1.6915926468195905,4,1.3
6419,5,1.1524111764292648,3,1.0,3,1.3
6422,5,1.1524111764292648,6,2.2,8,3.0
6424,7,0.4,3,1.0,6,0.4
6425,5,0.4,3,1.8,2,1.1
6427,3,0.3,5,0.8,3,1.2
6429,8,3.1,5,1.6915926468195905,6,10.2
6430,7,0.2,3,1.3,2,0.3
6431,3,0.2,2,0.6,2,0.5
6432,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6433,9,0.2,9,0.7,10,1.1
6434,8,0.8,5,1.6915926468195905,6,1.9
6436,6,0.3,5,1.2,6,1.3
6437,4,1.5,3,1.6,5,1.6
6438,9,1.0,5,1.6915926468195905,6,2.9
6439,8,1.5,5,1.5,8,1.6
6440,5,0.2,6,0.6,8,1.1
6441,7,0.4,7,1.9,7,0.9
6443,6,0.2,7,1.5,6,2.4103657099769076
6444,5,0.0,5,1.6915926468195905,3,0.2
6446,9,0.3,7,1.4,7,4.3
6447,5,0.1,5,1.6915926468195905,3,1.3
6449,7,0.3,6,0.7,8,0.9
6450,9,0.6,3,3.7,7,2.8
6451,6,0.2,5,0.5,6,1.3
6452,9,0.5,5,1.6915926468195905,6,1.9
6453,6,1.4,5,3.1,8,3.3
6454,8,1.3,8,0.8,8,2.7
6456,8,0.2,5,1.6915926468195905,3,1.1
6457,4,3.8,5,1.6915926468195905,5,4.2
6458,2,1.2,5,1.6915926468195905,7,4.6
6459,3,2.0,4,1.3,3,0.9
6460,6,0.2,6,4.3,1,0.5
6461,1,4.1,5,1.6915926468195905,3,9.9
6462,5,0.3,5,1.6915926468195905,3,0.2
6463,4,0.5,5,1.6915926468195905,3,1.4
6465,5,0.3,5,1.6915926468195905,7,0.6
6466,4,0.6,3,0.7,7,3.3
6467,9,0.7,5,1.6915926468195905,6,1.4
6468,6,0.5,2,1.0,3,3.5
6469,8,0.6,5,1.6915926468195905,6,1.8
6471,4,0.1,5,1.6915926468195905,6,3.5
6472,3,0.9,4,2.3,5,1.4
6473,4,6.6,5,1.6915926468195905,6,14.5
6475,2,0.6,5,1.6915926468195905,7,16.1
6476,5,1.1524111764292648,3,1.2,3,1.3
6479,5,1.1524111764292648,2,1.3,6,2.4103657099769076
6481,5,2.0,5,1.6915926468195905,4,1.7
6482,3,0.8,4,1.7,5,0.9
6483,5,0.2,4,0.5,3,1.8
6484,3,0.1,1,1.5,6,2.4103657099769076
6485,9,1.3,7,1.7,6,1.2
6486,5,1.1524111764292648,5,1.6915926468195905,2,2.0
6488,5,0.8,3,2.7,2,0.5
6490,5,1.4,3,3.2,2,0.6
6491,8,0.4,8,0.8,7,0.6
6492,7,0.7,5,1.2,3,0.4
6493,4,0.3,5,1.0,6,1.6
6495,3,0.3,5,0.8,4,1.1
6498,3,0.9,5,1.6915926468195905,7,4.8
6499,7,1.0,7,0.5,4,3.7
6500,2,0.4,2,0.7,2,0.6
6501,9,1.7,7,1.9,6,0.7
6502,5,1.1524111764292648,5,1.6915926468195905,5,0.6
6504,5,1.1524111764292648,3,3.4,5,2.8
6505,8,0.2,8,1.3,9,1.3
6506,2,0.4,2,1.8,6,2.4103657099769076
6507,6,0.1,3,0.2,5,0.6
6508,8,0.1,5,1.6915926468195905,6,1.8
6509,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6510,5,1.0,6,1.8,7,1.0
6511,7,0.4,3,0.2,6,2.4103657099769076
6512,3,0.3,4,1.3,3,0.6
6514,8,0.8,7,1.8,8,1.8
6515,6,7.0,4,8.3,6,9.5
6516,6,0.9,7,1.4,9,1.3
6517,5,1.1524111764292648,1,0.8,6,2.4103657099769076
6518,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6519,5,3.2,5,1.6915926468195905,9,5.6
6520,8,0.5,5,1.6915926468195905,7,1.0
6521,9,3.8,5,1.6915926468195905,6,5.5
6522,9,0.5,7,1.2,7,4.3
6523,6,0.9,7,0.6,8,0.7
6524,9,0.4,5,1.6915926468195905,6,2.5
6525,5,0.9,5,1.2,6,1.3
6526,5,1.2,3,3.1,2,0.7
6527,6,2.8,5,1.6915926468195905,8,12.1
6528,8,0.9,5,1.6915926468195905,8,0.7
6529,5,1.1524111764292648,5,1.6915926468195905,2,0.8
6530,7,1.1,6,8.1,7,9.8
6531,6,0.5,5,1.6915926468195905,8,1.7
6532,5,0.4,5,0.6,6,1.1
6533,5,1.1524111764292648,2,1.3,6,2.4103657099769076
6534,3,0.4,5,1.6915926468195905,3,0.5
6535,8,0.8,8,0.3,7,0.2
6536,2,0.1,3,0.8,6,2.4103657099769076
6537,6,0.5,7,0.9,9,1.8
6538,5,0.3,5,0.5,5,0.8
6539,4,0.3,6,1.7,7,0.6
6540,7,0.6,7,1.6,9,0.3
6541,4,0.1,5,1.6915926468195905,5,8.0
6543,4,0.8,4,0.4,7,0.2
6544,5,0.5,5,1.6915926468195905,3,1.8
6545,7,1.3,7,0.7,4,3.2
6546,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6547,5,1.8,3,3.5,2,1.0
6550,8,0.9,5,1.6915926468195905,9,1.3
6551,2,0.6,5,1.6915926468195905,6,11.0
6552,6,1.2,7,0.8,7,5.0
6553,7,0.3,3,1.2,6,0.6
6554,9,0.5,6,0.9,8,0.8
6555,3,0.6,4,1.6,5,0.7
6557,2,0.2,4,0.3,3,0.4
6558,9,0.4,6,0.7,7,0.7
6559,5,0.2,6,1.4,7,2.3
6560,6,0.4,7,1.6,4,1.5
6565,6,0.3,5,1.6915926468195905,6,2.4103657099769076
6566,7,0.2,3,1.3,6,0.7
6567,7,0.5,5,1.0,6,2.1
6568,8,0.3,7,1.1,7,4.2
6569,6,0.9,5,1.1,6,0.7
6570,8,0.7,5,1.6915926468195905,7,1.1
6572,4,0.4,5,1.6915926468195905,8,5.5
6573,8,0.3,7,0.7,7,1.5
6576,6,0.2,5,1.6915926468195905,6,2.4103657099769076
6577,9,0.8,5,1.6915926468195905,6,2.5
6580,4,0.5,6,0.1,2,0.2
6582,5,0.4,5,1.6915926468195905,6,2.4103657099769076
6583,5,0.4,7,2.6,7,0.4
6584,8,0.6,7,0.7,7,1.0
6587,7,0.3,9,1.6,8,0.8
6589,7,0.3,3,10.9,5,10.8
6590,5,11.9,5,1.6915926468195905,6,14.4
6591,9,0.6,6,0.8,8,0.8
6593,5,0.7,4,0.2,7,0.2
6594,3,0.4,2,0.7,2,1.0
6595,2,0.4,3,0.3,3,0.6
6596,7,0.4,5,1.6915926468195905,3,0.8
6597,6,0.3,4,0.9,6,0.6
6598,2,0.3,3,1.3,4,1.3
6599,7,0.5,6,0.6,6,3.0
6600,2,0.3,3,1.1,3,0.9
6601,6,0.6,5,0.3,7,1.0
6604,8,0.2,7,0.4,7,1.6
6605,5,0.1,6,0.3,7,0.8
6606,6,0.5,7,1.3,6,1.7
6607,6,0.5,5,1.6915926468195905,6,2.4103657099769076
6609,8,0.5,6,0.5,8,0.3
6612,9,0.4,8,0.5,7,1.6
6614,5,1.1524111764292648,5,1.6915926468195905,7,2.6
6615,8,0.6,7,0.9,7,2.2
6616,5,1.1524111764292648,3,0.9,3,1.2
6617,6,0.3,5,1.6915926468195905,6,2.4103657099769076
6618,2,1.0,3,0.9,6,0.8
6619,5,0.2,5,1.6915926468195905,3,0.8
6620,5,1.1524111764292648,2,2.2,6,2.4103657099769076
6621,2,0.6,5,1.6915926468195905,5,4.0
6623,9,0.3,5,1.6915926468195905,6,2.5
6624,7,0.4,4,1.0,2,0.7
6625,9,1.1,5,1.6915926468195905,6,3.0
6626,5,1.1524111764292648,5,1.6915926468195905,6,1.0
6628,9,0.7,5,1.6915926468195905,6,1.7
6629,9,0.5,3,3.6,7,2.2
6630,9,0.7,9,7.1,10,0.9
6631,4,0.4,2,0.5,2,1.2
6632,6,0.3,5,1.6915926468195905,7,0.9
6633,3,0.2,5,1.6915926468195905,7,0.6
6634,5,1.8,3,3.6,2,1.0
6636,6,0.3,5,1.6915926468195905,6,2.4103657099769076
6637,7,0.1,6,0.8,7,3.5
6638,6,0.4,2,1.0,3,2.4
6639,8,0.6,6,0.3,8,0.5
6641,5,0.3,5,1.6915926468195905,5,0.9
6642,5,1.1524111764292648,5,1.6915926468195905,8,2.4
6643,8,0.2,8,0.3,7,0.5
6644,9,0.7,6,0.8,8,0.9
6645,2,0.5,5,0.5,4,0.8
6646,7,0.3,6,0.6,8,0.1
6647,7,1.3,6,1.4,8,2.9
6648,8,0.4,5,0.4,6,2.4103657099769076
6650,8,1.1,6,0.4,10,1.1
6651,8,0.7,6,0.5,8,0.5
6652,2,0.4,4,0.3,3,0.3
6653,7,0.4,7,1.5,9,1.1
6654,4,0.3,6,0.4,9,0.4
6655,5,0.4,5,0.3,7,7.1
6656,3,1.9,5,1.6915926468195905,7,0.9
6658,5,0.5,5,1.6915926468195905,6,0.6
6659,6,3.2,5,1.6915926468195905,7,1.8
6660,5,1.1524111764292648,5,1.6915926468195905,6,2.4103657099769076
6663,7,0.6,4,0.9,6,0.7
6664,4,0.3,5,1.6915926468195905,7,2.4
6665,7,0.6,4,1.2,7,1.3
6666,8,0.8,8,3.3,6,2.4103657099769076
6668,5,47.4,3,47.4,4,47.4
6669,5,1.3,3,2.2,6,2.4103657099769076
6670,7,1.4,5,0.6,6,2.1
